Index,imdb_id,cast
0,tt0369610," Nick Robinson,  Irrfan Khan, Chris Pratt,  Vincent D'Onofrio,  Nick Robinson, Chris Pratt,  Vincent D'Onofrio, Chris Pratt,  Nick Robinson,  Bryce Dallas Howard,  Irrfan Khan, Chris Pratt,  Nick Robinson,  Vincent D'Onofrio,  Irrfan Khan"
1,tt1392190," Charlize Theron,  Hugh Keays-Byrne,  Hugh Keays-Byrne,  Charlize Theron, Tom Hardy,  Charlize Theron,  Charlize Theron,  Josh Helman, Tom Hardy,  Josh Helman,  Hugh Keays-Byrne,  Nicholas Hoult,  Hugh Keays-Byrne,  Hugh Keays-Byrne, Tom Hardy"
2,tt2908446," Ansel Elgort,  Ansel Elgort,  Miles Teller,  Theo James,  Miles Teller,  Ansel Elgort,  Miles Teller,  Kate Winslet,  Ansel Elgort,  Theo James, Shailene Woodley,  Miles Teller,  Kate Winslet, Shailene Woodley,  Kate Winslet, Shailene Woodley"
3,tt2488496," Adam Driver,  Daisy Ridley,  Daisy Ridley, Harrison Ford,  Mark Hamill, Harrison Ford,  Mark Hamill,  Adam Driver,  Carrie Fisher,  Carrie Fisher,  Daisy Ridley,  Adam Driver, Harrison Ford,  Carrie Fisher,  Adam Driver"
4,tt2820852," Paul Walker,  Dwayne Johnson, Vin Diesel,  Michelle Rodriguez, Vin Diesel, Vin Diesel,  Michelle Rodriguez,  Paul Walker,  Dwayne Johnson,  Dwayne Johnson,  Michelle Rodriguez,  Jason Statham,  Michelle Rodriguez,  Michelle Rodriguez,  Jason Statham"
5,tt1663202," Will Poulter,  Paul Anderson, Leonardo DiCaprio,  Domhnall Gleeson,  Paul Anderson,  Will Poulter,  Domhnall Gleeson,  Paul Anderson,  Will Poulter,  Will Poulter,  Will Poulter,  Tom Hardy,  Domhnall Gleeson, Leonardo DiCaprio,  Paul Anderson,  Tom Hardy"
6,tt1340138," Emilia Clarke, Arnold Schwarzenegger,  Jai Courtney,  Jai Courtney,  J.K. Simmons,  Emilia Clarke,  J.K. Simmons,  Jason Clarke, Arnold Schwarzenegger,  J.K. Simmons,  Jason Clarke,  Jai Courtney, Arnold Schwarzenegger,  Jason Clarke, Arnold Schwarzenegger, Arnold Schwarzenegger"
7,tt3659388," Jeff Daniels,  Michael Pe̱a,  Kristen Wiig,  Jeff Daniels,  Michael Pe̱a,  Jessica Chastain,  Michael Pe̱a,  Jessica Chastain, Matt Damon,  Michael Pe̱a,  Kristen Wiig,  Michael Pe̱a"
8,tt2293640," Michael Keaton,  Michael Keaton, Sandra Bullock,  Jon Hamm,  Allison Janney, Sandra Bullock,  Jon Hamm,  Jon Hamm,  Allison Janney,  Steve Coogan,  Steve Coogan, Sandra Bullock,  Michael Keaton"
9,tt2096673," Bill Hader,  Phyllis Smith,  Phyllis Smith,  Bill Hader,  Richard Kind,  Richard Kind,  Richard Kind, Amy Poehler,  Bill Hader,  Richard Kind,  Bill Hader,  Lewis Black,  Lewis Black, Amy Poehler,  Phyllis Smith"
