Index,imdb_id,revenue,cast
1001,tt1259521,66486080, Jesse Williams
1054,tt1366365,16863583, Caroline Goodall
1022,tt1591479,81272766, Nestor Serrano
1028,tt1524137,63100000, J.K. Simmons
984,tt1667889,877244782, Seann William Scott
974,tt1074638,1108561013, Naomie Harris
1011,tt1440129,303025485,Taylor Kitsch
982,tt1232829,201585328, Jonah Hill
1071,tt2109184,142817992, Brady Allen
1025,tt1586265,79700000, Anna Kendrick
1027,tt1636826,100000000, Dax Flame
1080,tt2215719,32726956, Shannon Woodward
1047,tt1430615,24719215, Vinessa Shaw
1033,tt1656186,2106557, Josh Lucas
1060,tt1712170,30353232, Giancarlo Esposito
1038,tt1592525,32204030, Joseph Gilgun
1067,tt0485985,50365377, Cuba Gooding Jr.
1029,tt1277953,746921274, Sacha Baron Cohen
995,tt1397280,376141306, Maggie Grace
1030,tt1212450,53676580,Shia LaBeouf
1070,tt1840417,13231461, Dennis Quaid
996,tt1077368,245527149, Jonny Lee Miller
992,tt1386703,198802074,Colin Farrell
1009,tt1748122,68263166, Kara Hayward
993,tt1371111,130482868, Jim Broadbent
973,tt1853728,425368238, Christoph Waltz
1047,tt1430615,24719215, John Krasinski
1070,tt1840417,13231461, Olivia Wilde
1061,tt1598828,36893721, Patrick Fischler
1004,tt1397514,355692760, Kristin Davis
988,tt1772341,471222889, Sarah Silverman
989,tt1981677,115350426, Brittany Snow
976,tt0903624,1017003568,Ian McKellen
985,tt1637725,549368315,Mark Wahlberg
1062,tt1441951,59520298, Billy Connolly
988,tt1772341,471222889,John C. Reilly
1063,tt1623288,107139399, Anna Kendrick
1076,tt1433822,9627492, Sebastian Stan
1037,tt1758830,88058786, Maude Apatow
1049,tt1716777,12434778, Mark Duplass
1070,tt1840417,13231461, Jeremy Irons
1036,tt1195478,53909751, Alison Brie
973,tt1853728,425368238, Leonardo DiCaprio
1023,tt0837562,358375603, Steve Buscemi
1064,tt2091473,8138788, Frances McDormand
988,tt1772341,471222889, Jack McBrayer
981,tt1735898,396600000, Chris Hemsworth
1030,tt1212450,53676580, Tom Hardy
1043,tt1599348,208076205, Brendan Gleeson
1062,tt1441951,59520298, Tom Courtenay
1050,tt1714203,8493728, Katrina Bowden
1012,tt1707386,441809770, Sacha Baron Cohen
985,tt1637725,549368315, Joel McHale
1079,tt1876451,24637469, Cee Lo Green
994,tt1764651,312573423, Jason Statham
1002,tt1446192,306941670, Isla Fisher
1057,tt0383010,54819301,Sean Hayes
1043,tt1599348,208076205, Ryan Reynolds
992,tt1386703,198802074, Bill Nighy
971,tt1496025,132400000, Stephen Rea
1007,tt1374992,8106475,Kirsten Dunst
995,tt1397280,376141306,Liam Neeson
1040,tt1596365,127730736, Alisa Khazanova
972,tt1345836,1081041287,Christian Bale
1026,tt1645170,179379533, Megan Fox
1080,tt2215719,32726956, Rachael Markarian
1026,tt1645170,179379533, Aasif Mandvi
984,tt1667889,877244782, Denis Leary
1080,tt2215719,32726956,Katy Perry
994,tt1764651,312573423,Sylvester Stallone
1007,tt1374992,8106475, Timothy Spall
1008,tt1482459,348840316, Ed Helms
1039,tt1655460,24159934,Paul Rudd
994,tt1764651,312573423, Dolph Lundgren
1030,tt1212450,53676580, Mia Wasikowska
1063,tt1623288,107139399,Kodi Smit-McPhee
1013,tt1667353,183018522, Nathan Lane
970,tt0848228,1519557910, Mark Ruffalo
993,tt1371111,130482868,Tom Hanks
1020,tt1800741,140470746, Megan Boone
980,tt1217209,538983207, Kevin McKidd
1044,tt1615065,47000000, Benicio del Toro
1027,tt1636826,100000000, Kirby Bliss Blanton
974,tt1074638,1108561013, Javier Bardem
1075,tt1925431,4636169, Josh Duhamel
1039,tt1655460,24159934, Justin Theroux
990,tt1409024,624026776, Tommy Lee Jones
979,tt0948470,752215857, Martin Sheen
975,tt1194173,276572938, Stacy Keach
1011,tt1440129,303025485, Brooklyn Decker
1058,tt1535438,114281051, Jean Smart
1067,tt0485985,50365377,Bryan Cranston
1020,tt1800741,140470746, Ryan Guzman
1022,tt1591479,81272766, Gonzalo Menendez
1021,tt1706593,145000000, Michael B. Jordan
1002,tt1446192,306941670, Hugh Jackman
1069,tt1547234,31083599, WolÃ© Parks
1071,tt2109184,142817992, Sprague Grayden
985,tt1637725,549368315, Seth MacFarlane
1046,tt1931533,19422261, Christopher Walken
1039,tt1655460,24159934, Jennifer Aniston
1066,tt1566501,9622846,Eva Longoria
985,tt1637725,549368315, Mila Kunis
1008,tt1482459,348840316, Taylor Swift
979,tt0948470,752215857, Emma Stone
982,tt1232829,201585328, Dave Franco
1020,tt1800741,140470746, Stephen Boss
1000,tt1915581,167221571, Olivia Munn
1009,tt1748122,68263166,Bruce Willis
982,tt1232829,201585328, Brie Larson
1074,tt1621045,96070507, Jerry Ferrara
1023,tt0837562,358375603, Selena Gomez
1032,tt1336608,59418613, Alec Baldwin
992,tt1386703,198802074, Bryan Cranston
1074,tt1621045,96070507, Meagan Good
1053,tt1764234,37930465,Brad Pitt
980,tt1217209,538983207, Emma Thompson
1032,tt1336608,59418613, Diego Boneta
1037,tt1758830,88058786, Megan Fox
1009,tt1748122,68263166, Jared Gilman
1034,tt1430626,118338361, Jeremy Piven
1045,tt1568338,46221189, Elizabeth Banks
980,tt1217209,538983207, Julie Walters
977,tt1446714,403170142, Charlize Theron
1069,tt1547234,31083599, Jamie Chung
1006,tt1611224,112265139, Mary Elizabeth Winstead
1012,tt1707386,441809770, Russell Crowe
970,tt0848228,1519557910,Robert Downey Jr.
1029,tt1277953,746921274, Chris Rock
1033,tt1656186,2106557, Malin Ã…kerman
1044,tt1615065,47000000, Salma Hayek
1012,tt1707386,441809770, Amanda Seyfried
1028,tt1524137,63100000, Kate Beckinsale
1021,tt1706593,145000000, Anna Wood
1029,tt1277953,746921274,Ben Stiller
1023,tt0837562,358375603, Kevin James
996,tt1077368,245527149, Michelle Pfeiffer
1003,tt1606389,196114570, Scott Speedman
986,tt0790724,218340595, David Oyelowo
1010,tt1343727,41037742,Karl Urban
1054,tt1366365,16863583, VerÃ³nica Echegui
1005,tt1656190,40346186, Catherine Chan
1058,tt1535438,114281051, Marin Ireland
1046,tt1931533,19422261, Woody Harrelson
1055,tt1764183,35485056, Brit Marling
1073,tt1047540,119772232, Bailee Madison
1000,tt1915581,167221571, Matthew McConaughey
1008,tt1482459,348840316, Rob Riggle
