Index,imdb_id,cast
0,tt0369610," Irrfan Khan,  Irrfan Khan,  Irrfan Khan,  Irrfan Khan,  Nick Robinson, Chris Pratt,  Vincent D'Onofrio,  Nick Robinson,  Vincent D'Onofrio, Chris Pratt,  Vincent D'Onofrio, Chris Pratt, Chris Pratt,  Bryce Dallas Howard,  Nick Robinson,  Vincent D'Onofrio"
1,tt1392190," Nicholas Hoult,  Hugh Keays-Byrne,  Charlize Theron,  Josh Helman,  Charlize Theron,  Josh Helman,  Josh Helman, Tom Hardy,  Nicholas Hoult,  Nicholas Hoult,  Charlize Theron,  Nicholas Hoult,  Josh Helman"
2,tt2908446," Theo James,  Kate Winslet, Shailene Woodley,  Theo James,  Theo James, Shailene Woodley,  Ansel Elgort, Shailene Woodley,  Ansel Elgort,  Ansel Elgort,  Miles Teller,  Miles Teller,  Ansel Elgort,  Kate Winslet,  Kate Winslet, Shailene Woodley"
3,tt2488496," Carrie Fisher,  Mark Hamill, Harrison Ford,  Carrie Fisher, Harrison Ford, Harrison Ford,  Adam Driver,  Mark Hamill,  Daisy Ridley,  Carrie Fisher, Harrison Ford,  Mark Hamill,  Carrie Fisher,  Daisy Ridley,  Daisy Ridley,  Mark Hamill"
4,tt2820852," Dwayne Johnson,  Dwayne Johnson,  Jason Statham,  Dwayne Johnson,  Paul Walker, Vin Diesel,  Michelle Rodriguez,  Michelle Rodriguez,  Dwayne Johnson,  Michelle Rodriguez,  Paul Walker,  Paul Walker,  Jason Statham"
5,tt1663202," Will Poulter,  Will Poulter, Leonardo DiCaprio,  Tom Hardy,  Tom Hardy, Leonardo DiCaprio, Leonardo DiCaprio,  Tom Hardy,  Paul Anderson, Leonardo DiCaprio,  Paul Anderson,  Domhnall Gleeson,  Paul Anderson"
6,tt1340138," Emilia Clarke,  J.K. Simmons,  Jason Clarke,  Jason Clarke,  Jai Courtney, Arnold Schwarzenegger,  J.K. Simmons,  Jason Clarke, Arnold Schwarzenegger,  Emilia Clarke,  Emilia Clarke,  Jason Clarke,  Jai Courtney, Arnold Schwarzenegger, Arnold Schwarzenegger"
7,tt3659388,"Matt Damon,  Michael Pe̱a,  Kristen Wiig,  Kristen Wiig,  Jeff Daniels,  Michael Pe̱a,  Jeff Daniels,  Jessica Chastain,  Jessica Chastain,  Kristen Wiig,  Michael Pe̱a,  Kristen Wiig,  Jeff Daniels,  Michael Pe̱a, Matt Damon,  Jeff Daniels,  Michael Pe̱a"
8,tt2293640," Steve Coogan,  Allison Janney,  Michael Keaton,  Steve Coogan,  Allison Janney,  Jon Hamm,  Allison Janney,  Jon Hamm, Sandra Bullock,  Michael Keaton,  Michael Keaton,  Steve Coogan, Sandra Bullock,  Steve Coogan, Sandra Bullock, Sandra Bullock, Sandra Bullock,  Michael Keaton,  Allison Janney,  Allison Janney"
9,tt2096673,"Amy Poehler, Amy Poehler,  Lewis Black,  Phyllis Smith,  Richard Kind, Amy Poehler,  Bill Hader,  Bill Hader,  Richard Kind,  Phyllis Smith,  Richard Kind,  Phyllis Smith, Amy Poehler,  Lewis Black,  Phyllis Smith,  Phyllis Smith"
10,tt2379713," L̩a Seydoux, Daniel Craig,  Christoph Waltz,  Christoph Waltz,  Christoph Waltz,  Ralph Fiennes,  Ralph Fiennes,  Christoph Waltz,  L̩a Seydoux,  L̩a Seydoux,  Monica Bellucci, Daniel Craig,  Monica Bellucci, Daniel Craig,  L̩a Seydoux,  Ralph Fiennes"
11,tt1617661," Sean Bean,  Douglas Booth,  Eddie Redmayne, Mila Kunis,  Douglas Booth,  Eddie Redmayne,  Sean Bean,  Channing Tatum,  Channing Tatum,  Sean Bean, Mila Kunis,  Douglas Booth,  Douglas Booth,  Channing Tatum,  Eddie Redmayne,  Eddie Redmayne,  Sean Bean, Mila Kunis,  Channing Tatum, Mila Kunis"
12,tt0470752," Oscar Isaac,  Sonoya Mizuno,  Oscar Isaac,  Sonoya Mizuno,  Sonoya Mizuno,  Oscar Isaac, Domhnall Gleeson, Domhnall Gleeson,  Corey Johnson,  Alicia Vikander,  Alicia Vikander, Domhnall Gleeson,  Corey Johnson,  Alicia Vikander,  Corey Johnson"
13,tt2120120," Kevin James, Adam Sandler,  Peter Dinklage,  Michelle Monaghan, Adam Sandler,  Josh Gad,  Michelle Monaghan, Adam Sandler,  Peter Dinklage,  Josh Gad,  Kevin James,  Peter Dinklage"
14,tt2395427," Chris Evans,  Mark Ruffalo,  Chris Hemsworth,  Mark Ruffalo, Robert Downey Jr.,  Chris Hemsworth,  Chris Hemsworth, Robert Downey Jr.,  Scarlett Johansson,  Chris Evans,  Scarlett Johansson,  Chris Hemsworth,  Mark Ruffalo"
