mission_title,Target
1,"204, 98, 332, 212, 205, 136, 214"
10,"183, 314, 259, 375"
11,"204, 268, 404, 212"
12,"277, 208, 391, 305"
13,"396, 289, 363, 232, 333"
14,"454, 409, 110, 337, 299"
15,"460, 241, 426, 210, 455"
16,"474, 422, 312, 412, 311, 376, 311"
17,"476, 204, 482, 320, 475"
18,"343, 424, 405, 122, 99, 435, 328"
19,"208, 493, 329, 384"
2,"308, 203, 209, 85, 123, 100, 208, 262, 288"
20,"332, 505, 333, 502, 427, 353, 498, 277"
21,"345, 268, 506, 396"
22,"455, 438, 511, 354, 171, 215, 317"
23,"513, 356, 320, 271, 299, 514, 461"
24,"426, 375, 363, 349, 466, 518, 306, 118, 208"
25,"312, 329, 268, 393, 519"
26,"467, 520, 385, 384, 277, 336"
27,"388, 480, 300, 521, 241, 522"
28,"444, 523, 268, 475, 395"
29,"525, 524, 398"
3,"409, 206, 211, 328, 210, 118, 236, 91"
30,"429, 476, 436"
31,"384, 526, 491"
32,"454, 481, 311"
33,"530, 503, 529"
34,"498, 340, 501"
35,"363, 531, 500"
36,"532, 479, 426"
37,"455, 536, 535"
38,"409, 397, 343"
39,"458, 513, 537"
4,"183, 212, 345, 302, 303"
40,"539, 506, 538"
41,"540, 508, 521"
42,"524, 512, 541"
43,"393, 514, 384"
44,"476, 542, 543"
45,475
46,"502, 311, 546"
47,"396, 547, 519"
48,"525, 548, 549"
49,"551, 522, 489"
5,"422, 354, 423, 204, 110"
50,"529, 552, 422"
51,"426, 553"
52,"535, 509, 467"
53,"491, 554, 531"
54,"524, 555, 556"
55,"537, 492, 497"
56,"539, 557, 558"
57,"547, 561, 559, 560, 476"
59,"559, 562, 547"
6,"208, 329, 274, 229, 429"
60,"563, 513, 564"
61,519
7,"311, 362, 99, 232"
8,"241, 206, 268, 271"
9,"212, 435, 384, 251"
ASTP,"76, 77, 23"
Antares,278
Apollo 10,"17, 23, 26"
Apollo 11,"29, 27, 24"
Apollo 12,"20, 28, 44"
Apollo 13,"46, 22, 45"
Apollo 14,"49, 48, 50"
Apollo 15,"55, 54, 25"
Apollo 16,"17, 57, 56"
Apollo 17,"59, 58, 26"
Apollo 7,"31, 7, 30"
Apollo 8,"33, 22, 21"
Apollo 9,"18, 25"
Astro-1,239
Astro-2,239
Atlas-1,130
EP-19,565
Euromir 94,131
Gemini 10,"17, 27"
Gemini 11,"28, 20"
Gemini 12,"22, 29"
Gemini 3,"16, 17"
Gemini 4,"18, 19"
Gemini 5,"8, 20"
Gemini 6A,7
Gemini 7,"22, 21"
Gemini 8,"24, 25"
Gemini 9A,"26, 23"
MA-6,3
Mercury-Atlas 7,4
Mercury-Atlas 8,7
Mercury-Atlas 9,8
Mir Aragatz,108
Mir EO-15,308
Mir EO-21,308
STS 101,308
STS 51-C,157
STS 51-L,157
STS-1,"102, 17"
STS-100,"323, 335, 404, 348, 340, 392"
STS-101,"331, 288, 313, 396, 262, 346"
STS-102,"226, 403, 402, 349"
STS-103,"280, 326, 282, 393, 271, 319, 322"
STS-104,"368, 407, 383, 334, 373"
STS-105,"387, 346, 344, 408"
STS-106,"398, 397, 318, 362, 377"
STS-107,"433, 431, 432, 389, 369, 374, 430"
