Lamp Type,ENERGY,PLC,TFI,SAPN
LED-P,,,,
LED17,3.0621988578067763,57.92660522730008,74.83172953390991,92.53225682048256
LED29,3.0621988578067763,58.0522217016785,75.86568778031516,94.73186044625963
LED22,3.0621988578067763,58.41584833803712,78.85872480938305,101.10363542842256
LED46,3.0621988578067763,57.95305080085343,75.04940495420573,92.99701926623872
LED43,3.0621988578067763,57.95305080085343,75.04940495420573,92.99701926623872
PT LED17,3.0621988578067763,62.779367974340495,114.77516915819777,177.58631652521674
PT LED34,3.0621988578067763,62.779367974340495,114.77516915819777,177.58631652521674
LED34,3.0621988578067763,57.95305080085343,75.04940495420573,92.99701926623872
LED18,3.0621988578067763,57.95305080085343,75.04940495420573,92.99701926623872
LED35,3.0621988578067763,61.106685447090854,101.00719882448546,148.2675990829317
LED39,3.0621988578067763,57.95305080085343,75.04940495420573,92.99701926623872
LED26,3.0621988578067763,57.95305080085343,75.04940495420573,92.99701926623872
LED20,3.0621988578067763,61.106685447090854,101.00719882448546,148.2675990829317
LED28,3.0621988578067763,61.106685447090854,101.00719882448546,148.2675990829317
LED17_R,3.0621988578067763,57.95305080085343,77.37908377448487,96.71736735225277
LED23,3.0621988578067763,61.43725511650778,103.72814157818355,154.06109367175424
LED-V,,,,
LED200,3.0621988578067763,59.78440676942319,93.55663870273607,130.58861761330564
LED105,3.0621988578067763,62.91820723549561,119.35117600779392,185.5186435872461
LED198,3.0621988578067763,62.91820723549561,119.35117600779392,185.5186435872461
LED88,3.0621988578067763,59.78440676942319,93.55663870273607,130.58861761330564
LED70,3.0621988578067763,59.78440676942319,93.55663870273607,130.58861761330564
LED150,3.0621988578067763,59.18938136447272,88.65894174607953,120.15818922234101
LED90,3.0621988578067763,59.78440676942319,93.55663870273607,130.58861761330564
LED72,3.0621988578067763,59.78440676942319,93.55663870273607,130.58861761330564
LED117,3.0621988578067763,61.106685447090854,104.4404097175284,153.7625959685961
LED158,3.0621988578067763,61.106685447090854,104.4404097175284,153.7625959685961
LED298,3.0621988578067763,62.91820723549561,119.35117600779392,185.5186435872461
LED178,3.0621988578067763,59.78440676942319,93.55663870273607,130.58861761330564
LED175,3.0621988578067763,60.1149764388401,96.27758145643415,136.38211220212827
LED79,3.0621988578067763,61.106685447090854,104.4404097175284,153.7625959685961
LED80,3.0621988578067763,59.18938136447272,88.65894174607953,120.15818922234101
LED150_R,3.0621988578067763,59.18276997108438,90.93420171128471,123.76501936077094
LED80_R,3.0621988578067763,60.14142201239346,98.82493569700917,140.56722273389846
LED60,3.0621988578067763,59.024096529764265,87.29847036923049,117.25609660021992
LED155,3.0621988578067763,62.72647682723378,117.77302921064907,182.1517885193689
LED81,3.0621988578067763,62.72647682723378,117.77302921064907,182.1517885193689
