Index,genres
0,Action
0, Adventure
0, Fantasy
0, Sci-Fi
1,Action
1, Adventure
1, Fantasy
2,Action
2, Adventure
2, Thriller
3,Action
3, Thriller
5,Action
5, Adventure
5, Sci-Fi
6,Action
6, Adventure
6, Romance
7,Adventure
7, Animation
7, Comedy
7, Family
7, Fantasy
7, Musical
7, Romance
8,Action
8, Adventure
8, Sci-Fi
9,Adventure
9, Family
9, Fantasy
9, Mystery
10,Action
10, Adventure
10, Sci-Fi
11,Action
11, Adventure
11, Sci-Fi
12,Action
12, Adventure
13,Action
13, Adventure
13, Fantasy
14,Action
14, Adventure
14, Western
15,Action
15, Adventure
15, Fantasy
15, Sci-Fi
16,Action
16, Adventure
16, Family
16, Fantasy
17,Action
17, Adventure
17, Sci-Fi
18,Action
18, Adventure
18, Fantasy
19,Action
19, Adventure
19, Comedy
19, Family
19, Fantasy
19, Sci-Fi
20,Adventure
20, Fantasy
21,Action
21, Adventure
21, Fantasy
22,Action
22, Adventure
22, Drama
22, History
23,Adventure
23, Fantasy
24,Adventure
24, Family
24, Fantasy
25,Action
25, Adventure
25, Drama
25, Romance
26,Drama
26, Romance
27,Action
27, Adventure
27, Sci-Fi
28,Action
28, Adventure
28, Sci-Fi
28, Thriller
29,Action
29, Adventure
29, Sci-Fi
29, Thriller
30,Action
30, Adventure
30, Thriller
31,Action
31, Adventure
31, Fantasy
31, Romance
32,Action
32, Adventure
32, Sci-Fi
33,Adventure
33, Family
33, Fantasy
34,Action
34, Adventure
34, Fantasy
34, Sci-Fi
34, Thriller
35,Adventure
35, Animation
35, Comedy
35, Family
35, Fantasy
36,Action
36, Adventure
36, Sci-Fi
37,Action
37, Adventure
37, Sci-Fi
38,Adventure
38, Family
38, Fantasy
39,Action
39, Adventure
39, Fantasy
39, Sci-Fi
40,Action
40, Adventure
40, Sci-Fi
41,Adventure
41, Animation
41, Comedy
41, Family
41, Sport
42,Action
42, Adventure
42, Sci-Fi
43,Adventure
43, Animation
43, Comedy
43, Family
43, Fantasy
44,Action
44, Adventure
44, Sci-Fi
45,Action
45, Crime
45, Thriller
46,Action
46, Adventure
46, Horror
46, Sci-Fi
46, Thriller
47,Action
47, Adventure
47, Fantasy
47, Sci-Fi
47, Thriller
48,Action
48, Adventure
48, Sci-Fi
49,Adventure
49, Fantasy
50,Drama
50, Romance
51,Action
51, Adventure
51, Fantasy
51, Romance
52,Action
52, Adventure
52, Sci-Fi
53,Action
53, Adventure
53, Sci-Fi
54,Action
54, Adventure
54, Fantasy
56,Adventure
56, Animation
56, Comedy
56, Family
56, Fantasy
57,Action
57, Adventure
57, Sci-Fi
57, Thriller
58,Adventure
58, Animation
58, Family
58, Sci-Fi
59,Action
59, Comedy
59, Crime
59, Thriller
60,Action
60, Adventure
60, Sci-Fi
61,Animation
61, Drama
61, Family
61, Fantasy
62,Action
62, Adventure
62, Sci-Fi
63,Action
63, Adventure
63, Drama
63, Romance
64,Adventure
64, Family
64, Fantasy
65,Action
65, Adventure
65, Sci-Fi
66,Action
66, Crime
66, Drama
66, Thriller
67,Adventure
67, Animation
67, Comedy
67, Family
68,Action
68, Adventure
68, Animation
68, Comedy
68, Family
68, Sci-Fi
69,Action
69, Adventure
69, Sci-Fi
70,Adventure
70, Drama
70, Family
70, Mystery
71,Action
71, Comedy
71, Sci-Fi
71, Western
72,Action
72, Adventure
72, Fantasy
72, Horror
72, Thriller
73,Action
73, Adventure
73, Comedy
73, Sci-Fi
74,Comedy
74, Family
74, Fantasy
75,Action
75, Adventure
75, Sci-Fi
76,Action
76, Adventure
76, Sci-Fi
76, Thriller
77,Action
77, Adventure
77, Sci-Fi
77, Thriller
78,Adventure
78, Animation
78, Comedy
78, Drama
78, Family
78, Fantasy
79,Adventure
79, Drama
79, Family
79, Fantasy
80,Action
80, Adventure
80, Sci-Fi
81,Action
81, Adventure
81, Drama
81, Fantasy
82,Action
82, Adventure
82, Family
82, Fantasy
82, Romance
83,Action
83, Adventure
83, Drama
83, Sci-Fi
85,Action
85, Adventure
85, Drama
85, Fantasy
86,Action
86, Adventure
86, Sci-Fi
87,Adventure
87, Animation
87, Comedy
87, Family
87, Fantasy
88,Action
88, Adventure
88, Family
88, Mystery
88, Sci-Fi
89,Action
89, Adventure
89, Animation
89, Comedy
89, Drama
89, Family
89, Sci-Fi
90,Adventure
90, Animation
90, Comedy
90, Family
90, Sci-Fi
91,Adventure
91, Animation
91, Family
91, Fantasy
92,Action
92, Adventure
92, Sci-Fi
93,Adventure
93, Animation
93, Family
93, Fantasy
94,Action
94, Sci-Fi
95,Action
95, Adventure
95, Sci-Fi
96,Adventure
96, Drama
96, Sci-Fi
97,Action
97, Adventure
97, Sci-Fi
97, Thriller
100,Action
100, Crime
100, Thriller
101,Drama
101, Fantasy
101, Romance
102,Action
102, Adventure
102, Sci-Fi
103,Adventure
