Index,imdb_id,revenue,cast
970,tt0848228,1519557910, Scarlett Johansson
971,tt1496025,132400000," India Eisley,  Theo James, Kate Beckinsale,  Stephen Rea"
972,tt1345836,1081041287," Tom Hardy, Christian Bale,  Gary Oldman,  Anne Hathaway"
973,tt1853728,425368238," Leonardo DiCaprio,  Samuel L. Jackson,  Kerry Washington"
974,tt1074638,1108561013," Naomie Harris,  Javier Bardem"
975,tt1194173,276572938," Edward Norton, Jeremy Renner,  Stacy Keach"
976,tt0903624,1017003568," Andy Serkis,  Cate Blanchett,  Martin Freeman"
977,tt1446714,403170142, Michael Fassbender
978,tt1045658,205738714," Robert De Niro, Bradley Cooper,  Chris Tucker"
979,tt0948470,752215857," Denis Leary,  Emma Stone,  Rhys Ifans"
981,tt1735898,396600000," Charlize Theron,  Ian McShane,  Chris Hemsworth"
982,tt1232829,201585328," Dave Franco,  Jonah Hill,  Brie Larson"
983,tt0454876,609016565," Adil Hussain, Suraj Sharma"
984,tt1667889,877244782," Seann William Scott,  Denis Leary"
985,tt1637725,549368315, Giovanni Ribisi
986,tt0790724,218340595," Rosamund Pike,  Richard Jenkins, Tom Cruise"
987,tt1649419,180274123," Samuel Joslin,  Oaklee Pendergast,  Tom Holland"
988,tt1772341,471222889," Jamie Elman,  Jack McBrayer,  Jane Lynch"
989,tt1981677,115350426,Anna Kendrick
990,tt1409024,624026776," Michael Stuhlbarg,  Emma Thompson,  Tommy Lee Jones"
991,tt1392170,691210692," Elizabeth Banks,  Josh Hutcherson,  Liam Hemsworth"
992,tt1386703,198802074," Kate Beckinsale,  Bill Nighy, Colin Farrell"
993,tt1371111,130482868," Halle Berry,  Jim Broadbent"
994,tt1764651,312573423, Jason Statham
996,tt1077368,245527149, Jonny Lee Miller
997,tt1659337,33400000," Paul Rudd,  Emma Watson"
998,tt1024648,232324128,"Ben Affleck,  Victor Garber"
999,tt1605630,234989584, Seann William Scott
1000,tt1915581,167221571," Cody Horn,  Olivia Munn,  Alex Pettyfer"
1001,tt1259521,66486080," Anna Hutchison,  Fran Kranz"
1002,tt1446192,306941670," Alec Baldwin,  Jude Law, Chris Pine"
1003,tt1606389,196114570," Sam Neill,  Scott Speedman"
1004,tt1397514,355692760,"Dwayne Johnson,  Josh Hutcherson,  Vanessa Hudgens"
1006,tt1611224,112265139," Dominic Cooper,  Rufus Sewell"
1007,tt1374992,8106475," Heidi Hawkins,  Timothy Spall"
1008,tt1482459,348840316," Ed Helms,  Taylor Swift, Zac Efron,  Danny DeVito,  Rob Riggle"
1009,tt1748122,68263166," Kara Hayward,  Jared Gilman,  Bill Murray, Bruce Willis"
1010,tt1343727,41037742," Olivia Thirlby,  Jason Cope"
1011,tt1440129,303025485," Alexander SkarsgÃ¥rd,  Brooklyn Decker,  Tadanobu Asano"
1012,tt1707386,441809770, Sacha Baron Cohen
1013,tt1667353,183018522," Nathan Lane,  Martin Klebba,  Lily Collins"
1014,tt0401729,284139100," CiarÃ¡n Hinds,  Willem Dafoe,  Lynn Collins,  Mark Strong"
1015,tt1276104,47042000," Noah Segan, Joseph Gordon-Levitt"
1016,tt1673434,829000000," Taylor Lautner,  Peter Facinelli,  Elizabeth Reaser"
1017,tt1790885,132820716,"Jessica Chastain,  Jason Clarke,  Joel Edgerton"
1018,tt1506999,33372606, Channing Tatum
1019,tt1646987,301000000," Liam Neeson,  Rosamund Pike"
1020,tt1800741,140470746,"Kathryn McCormick,  Stephen Boss,  Ryan Guzman"
1021,tt1706593,145000000," Michael B. Jordan,  Alex Russell"
1022,tt1591479,81272766," Gonzalo Menendez,  Nestor Serrano,  Alexander Asefa"
1023,tt0837562,358375603," David Spade,  Kevin James,  Selena Gomez"
1024,tt1855199,48126384,"Jake Gyllenhaal,  Michael PeÃ±a,  Natalie Martinez"
1025,tt1586265,79700000," Elizabeth Banks,  Jennifer Lopez, Cameron Diaz"
1026,tt1645170,179379533,"Sacha Baron Cohen,  Anna Faris,  Aasif Mandvi,  Sayed Badreya"
1027,tt1636826,100000000, Kirby Bliss Blanton
1028,tt1524137,63100000," J.K. Simmons,  Ben Foster, Mark Wahlberg,  Giovanni Ribisi"
1029,tt1277953,746921274," Sacha Baron Cohen,  Chris Rock"
1030,tt1212450,53676580," Jessica Chastain,  Mia Wasikowska,  Guy Pearce,  Tom Hardy"
1031,tt1486192,29657751," Alice Eve,  Kevin McNally,  Luke Evans"
1032,tt1336608,59418613," Alec Baldwin,  Bryan Cranston,  Julianne Hough"
1033,tt1656186,2106557," Sami Gayle, Nicolas Cage,  Josh Lucas"
1034,tt1430626,118338361,"Hugh Grant,  Brendan Gleeson,  Jeremy Piven"
1035,tt1560747,28258060," Amy Adams,  Philip Seymour Hoffman,  Jesse Plemons"
1036,tt1195478,53909751," Jason Segel,  Rhys Ifans,  Chris Pratt"
1037,tt1758830,88058786," Jason Segel,  Maude Apatow,  Megan Fox, Paul Rudd"
1038,tt1592525,32204030," Peter Stormare,  Lennie James,  Joseph Gilgun"
1039,tt1655460,24159934," Justin Theroux, Paul Rudd,  Lauren Ambrose"
1040,tt1596365,127730736," Mary Stockley, Daniel Radcliffe,  Alisa Khazanova"
1041,tt1142977,81491068," Winona Ryder,  Martin Short, Charlie Tahan,  Catherine O'Hara"
1042,tt1232200,58058367," Eva Amurri Martino,  Leighton Meester"
1043,tt1599348,208076205, Vera Farmiga
1044,tt1615065,47000000," Salma Hayek,  Taylor Kitsch,  Benicio del Toro"
1045,tt1568338,46221189," Edward Burns,  Ed Harris"
1046,tt1931533,19422261, Woody Harrelson
1047,tt1430615,24719215," Dermot Mulroney,  Vinessa Shaw,  John Krasinski"
1048,tt1433811,3428048," Hope Davis,  Michael Nyqvist, Jason Bateman"
1049,tt1716777,12434778," Michelle Pfeiffer, Chris Pine,  Mark Duplass"
1050,tt1714203,8493728," David Koechner,  Matt Bush,  Jean-Luc Bilodeau, Danielle Panabaker"
1051,tt0431021,85446075, Kyra Sedgwick
1052,tt0938330,52302796," Radha Mitchell,  Sean Bean"
1053,tt1764234,37930465," James Gandolfini, Brad Pitt"
1054,tt1366365,16863583," Sigourney Weaver,  Bruce Willis"
1055,tt1764183,35485056," Brit Marling,  Tim Roth, Richard Gere"
1056,tt1234719,44806783," Adrianne Palicki,  Isabel Lucas, Chris Hemsworth"
1057,tt0383010,54819301," Will Sasso,  SofÃ­a Vergara,  Chris Diamantopoulos,  Jane Lynch"
1058,tt1535438,114281051," Jean Smart, Meryl Streep,  Tommy Lee Jones"
1059,tt0763831,22044277," Allison Janney,  Clark Duke"
1060,tt1712170,30353232," Giancarlo Esposito,  Matthew Fox"
1061,tt1598828,36893721," John Leguizamo,  Debbie Reynolds,  Patrick Fischler"
1062,tt1441951,59520298,"Maggie Smith,  Billy Connolly,  Tom Courtenay,  Michael Gambon,  Pauline Collins"
1063,tt1623288,107139399," Jodelle Ferland,  Anna Kendrick,  Casey Affleck"
1064,tt2091473,8138788," John Krasinski,  Rosemarie DeWitt,  Frances McDormand"
1065,tt2023453,77112176," Peyton List,  Zachary Gordon"
1066,tt1566501,9622846," RubÃ©n Blades,  Peter O'Toole,  Oscar Isaac"
1067,tt0485985,50365377,"Bryan Cranston,  Terrence Howard,  David Oyelowo"
1068,tt1663143,11417362," Chelsea Handler,  Jane Levy,  Jackson Nicoll"
1069,tt1547234,31083599,Joseph Gordon-Levitt
1070,tt1840417,13231461," Zoe Saldana,  Olivia Wilde, Bradley Cooper"
1071,tt2109184,142817992, Matt Shively
1072,tt0337692,8784318," Tom Sturridge,  Garrett Hedlund"
1073,tt1047540,119772232," Bette Midler, Billy Crystal,  Marisa Tomei"
1074,tt1621045,96070507," Regina Hall, Michael Ealy,  Kevin Hart,  Jerry Ferrara"
1075,tt1925431,4636169," Josh Duhamel, Bruce Willis"
1076,tt1433822,9627492," Tom Felton,  Luke Pasqualino"
1077,tt1480656,6063556,"Robert Pattinson,  Samantha Morton"
1078,tt1855325,240159255," Michelle Rodriguez,  Aryana Engineer,  Sienna Guillory,  Li Bingbing"
1079,tt1876451,24637469," Derek Luke,  Carmen Ejogo,  Cee Lo Green"
1080,tt2215719,32726956," Russell Brand,  Mia Moretti,  Rachael Markarian"
