city,ranking,rating,reviews_number,cuisine_style
Amsterdam,1.0,5.0,136.0,"French,  Dutch,  European"
Amsterdam,5.0,4.5,316.0,"Dutch,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,7.0,4.5,1455.0,"French,  International,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,8.0,4.5,675.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,9.0,4.5,923.0,"Japanese,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,10.0,4.5,450.0,"Dutch,  Seafood,  Fast Food"
Amsterdam,11.0,4.5,295.0,"American,  Bar,  European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,13.0,4.5,368.0,"French,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,15.0,4.5,1246.0,"French,  Dutch,  International,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,16.0,4.5,1391.0,"Dutch,  Cafe,  European,  British,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,17.0,4.5,1633.0,"Dutch,  European,  Healthy,  International,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,18.0,4.5,958.0,"French,  Bar,  International,  European,  Seafood,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,19.0,4.5,426.0,"Indian,  Tibetan,  Nepali,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,21.0,4.5,1380.0,"International,  European"
Amsterdam,22.0,4.5,239.0,"French,  Dutch,  Seafood,  European,  International,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,29.0,4.5,344.0,"Dutch,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,32.0,4.5,821.0,"Steakhouse,  Latin,  Barbecue,  Argentinean,  South American,  Gluten Free Options"
Amsterdam,37.0,4.5,264.0,"Dutch,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,38.0,4.5,308.0,"Dutch,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,39.0,4.5,697.0,"Bar,  European,  International,  Vegetarian Friendly"
Amsterdam,42.0,4.5,718.0,"Indian,  Nepali,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,44.0,4.5,408.0,"Dutch,  Seafood,  International"
Amsterdam,51.0,4.5,681.0,"Dutch,  European"
Amsterdam,52.0,4.5,1995.0,"Dutch,  European,  Diner,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,59.0,4.5,555.0,"International,  European,  Vegetarian Friendly"
Amsterdam,61.0,4.5,1091.0,"New Zealand,  Cafe,  European,  Contemporary,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,65.0,4.5,2428.0,"Dutch,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,67.0,4.5,838.0,"Dutch,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,68.0,4.5,510.0,"Dutch,  European,  Vegetarian Friendly"
Amsterdam,71.0,4.5,416.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options"
Amsterdam,73.0,4.5,748.0,"American,  Bar,  Fast Food"
Amsterdam,76.0,4.5,425.0,"Dutch,  Cafe,  International,  European,  Vegetarian Friendly,  Vegan Options"
Amsterdam,79.0,4.5,1313.0,"Belgian,  Dutch,  Fast Food,  Vegetarian Friendly,  Vegan Options"
Amsterdam,81.0,4.5,681.0,"Italian,  Pizza,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,87.0,4.5,377.0,"Steakhouse,  Italian,  Pizza,  Seafood,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,91.0,4.5,888.0,"American,  Steakhouse,  Bar,  Barbecue,  European,  Grill,  Gluten Free Options"
Amsterdam,94.0,4.5,1480.0,"Asian,  Italian,  French,  American,  Indian,  Dutch,  Bar,  Seafood,  Fast Food,  Mediterranean,  Sushi,  European,  Spanish,  Korean,  Turkish,  Grill,  Vietnamese,  Street Food,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,96.0,4.5,496.0,"French,  Dutch,  International,  European,  Grill,  Steakhouse,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,100.0,4.5,563.0,"Dutch,  French,  Seafood,  International,  European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,101.0,4.5,696.0,"Irish,  Bar,  European,  British,  Pub,  International,  Vegetarian Friendly"
Amsterdam,102.0,4.5,475.0,"Dutch,  Bar,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,104.0,4.5,1056.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options"
Amsterdam,107.0,4.5,409.0,"Bar,  European,  American,  Vegetarian Friendly"
Amsterdam,108.0,4.5,761.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
Amsterdam,111.0,4.5,302.0,"Pub,  German,  Bar,  European,  Gluten Free Options"
Amsterdam,115.0,4.5,388.0,"French,  Dutch,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,117.0,4.5,1307.0,"Mediterranean,  Italian,  European,  Vegetarian Friendly"
Amsterdam,119.0,4.5,1160.0,"Steakhouse,  International,  Grill"
Amsterdam,125.0,4.5,1998.0,"Fast Food,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,130.0,4.5,272.0,Pub
Amsterdam,134.0,4.5,508.0,"Dutch,  Bar,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,135.0,4.5,366.0,"Dutch,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,139.0,4.5,448.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,141.0,4.5,385.0,"Italian,  European,  Vegetarian Friendly,  Vegan Options"
Amsterdam,142.0,5.0,136.0,"French,  Swiss,  European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,146.0,4.5,230.0,"Italian,  Vegetarian Friendly,  Vegan Options"
Amsterdam,147.0,5.0,81.0,"Dutch,  European,  Seafood,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
Amsterdam,148.0,4.0,3595.0,"Dutch,  International,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,149.0,4.5,1030.0,"German,  Scandinavian,  Dutch"
Amsterdam,153.0,4.0,809.0,"Dutch,  Swiss,  European,  Central European,  Vegetarian Friendly"
Amsterdam,156.0,4.5,482.0,"Steakhouse,  Latin,  Barbecue,  European,  Argentinean,  South American,  Vegetarian Friendly"
Amsterdam,162.0,4.0,544.0,"Dutch,  Bar,  European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,163.0,4.5,435.0,"Dutch,  Bar,  Cafe,  European,  Pub,  Vegetarian Friendly"
Amsterdam,165.0,4.0,1340.0,"Dutch,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,169.0,4.5,226.0,"European,  Soups,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,171.0,4.0,540.0,"European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,175.0,4.5,328.0,"Dutch,  Fast Food,  Vegetarian Friendly,  Vegan Options"
Amsterdam,176.0,4.5,498.0,unknown
Amsterdam,178.0,4.0,284.0,"European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,180.0,4.5,354.0,"Dutch,  Bar,  European,  Pub,  Vegetarian Friendly"
Amsterdam,181.0,5.0,72.0,"Lebanese,  Middle Eastern,  Fast Food,  Vegetarian Friendly,  Vegan Options"
Amsterdam,184.0,5.0,220.0,"French,  Dutch,  European,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,186.0,4.0,724.0,"French,  Dutch,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,188.0,4.5,400.0,"Dutch,  Bar,  European,  Pub,  Vegetarian Friendly"
Amsterdam,189.0,4.0,583.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,197.0,4.0,847.0,"Dutch,  Bar,  European,  Pub,  Grill,  Vegetarian Friendly"
Amsterdam,198.0,4.0,377.0,"Bar,  European,  British,  Pub,  Gastropub,  Vegetarian Friendly"
Amsterdam,199.0,4.5,365.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,200.0,4.5,111.0,"Mediterranean,  Middle Eastern,  Arabic,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
Amsterdam,201.0,4.0,814.0,"Italian,  Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Vegan Options"
Amsterdam,202.0,4.0,687.0,"Cafe,  European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,203.0,4.0,1222.0,"Dutch,  Fast Food,  Vegetarian Friendly,  Vegan Options"
Amsterdam,212.0,4.5,343.0,"French,  European,  Central European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,217.0,4.0,582.0,"Irish,  Bar,  European,  Pub,  Vegetarian Friendly"
Amsterdam,219.0,4.0,403.0,"Steakhouse,  European,  Grill,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,223.0,4.0,1046.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
Amsterdam,224.0,4.0,402.0,"Chinese,  Japanese,  Sushi,  Asian,  Thai,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,225.0,4.0,552.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,226.0,4.5,101.0,"Dutch,  Seafood,  European,  Gluten Free Options"
Amsterdam,228.0,4.5,201.0,"Dutch,  Bar,  European,  Gastropub,  Cafe,  Vegetarian Friendly"
Amsterdam,229.0,4.5,97.0,"Steakhouse,  Barbecue,  Grill,  Argentinean,  Vegetarian Friendly"
Amsterdam,230.0,4.0,818.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options"
Amsterdam,232.0,4.5,200.0,"Mediterranean,  European,  Portuguese,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,238.0,4.5,346.0,"Dutch,  Bar,  European,  International,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,244.0,4.0,542.0,"Dutch,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,248.0,4.0,650.0,"American,  Fast Food,  Vegetarian Friendly"
Amsterdam,249.0,4.5,202.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,250.0,4.0,827.0,"Steakhouse,  Dutch,  Bar,  European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,251.0,4.0,1074.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,254.0,4.5,183.0,"Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,257.0,4.0,399.0,"Italian,  Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,259.0,4.5,342.0,"Mediterranean,  Spanish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,263.0,4.5,255.0,"Mediterranean,  Barbecue,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
Amsterdam,264.0,4.0,349.0,"Dutch,  Bar,  European,  Pub,  Vegetarian Friendly"
Amsterdam,265.0,4.0,796.0,"French,  Dutch,  European,  Delicatessen,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,267.0,4.0,6777.0,"Barbecue,  American,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,270.0,4.5,389.0,"French,  Dutch,  European,  Fusion,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,272.0,4.5,160.0,"Bar,  European"
Amsterdam,273.0,4.0,392.0,"Dutch,  Bar,  European,  Central European,  Vegetarian Friendly"
Amsterdam,280.0,4.0,349.0,"Dutch,  Bar,  Cafe,  European,  Pub,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,284.0,4.5,310.0,"European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,286.0,4.5,206.0,"Asian,  Vietnamese,  Soups,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,291.0,4.5,187.0,"Dutch,  Swiss,  European,  Central European,  Vegetarian Friendly"
Amsterdam,297.0,4.0,339.0,"Dutch,  Bar,  European,  Pub,  Vegetarian Friendly"
Amsterdam,300.0,4.0,1103.0,"Chinese,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,304.0,4.5,273.0,"Cafe,  European,  Dutch,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
Amsterdam,309.0,4.5,241.0,"Bar,  European,  Pub,  International,  Vegetarian Friendly"
