mission_title,Target
1,"204, 214, 98, 136, 332, 212, 205"
10,"259, 375"
11,"212, 404, 268"
12,"277, 305, 391, 208"
13,"363, 289, 333, 396"
14,"454, 299, 110, 337"
15,"210, 460, 241, 426, 455"
16,"311, 311, 376, 312, 412, 422"
17,"204, 320, 476, 475"
18,"328, 99, 122, 405, 435, 343, 424"
19,"384, 208, 329"
2,"85, 262, 203, 123, 308, 100"
20,"333, 277, 502, 505, 498, 427, 332"
21,"268, 345, 396"
22,"317, 171, 455, 215, 438, 354"
23,"320, 514, 271, 356, 513, 461"
24,"349, 118, 466, 363, 518, 306, 375, 208"
25,"312, 268, 393, 329"
26,"520, 467, 384, 385, 277, 336"
27,"521, 241, 480, 388, 300"
28,"444, 268, 523, 475"
29,525
3,"118, 236, 206, 328, 211, 409, 210, 91"
30,"476, 436"
31,"526, 384"
32,"454, 311, 481"
33,529
34,"501, 498, 340"
35,"363, 500, 531"
36,"479, 426, 532"
37,"535, 536"
38,"343, 409, 397"
39,"537, 513, 458"
4,"183, 212, 302, 345, 303"
40,"538, 539"
41,"508, 540"
42,"524, 512, 541"
43,"393, 384, 514"
44,"476, 542, 543"
45,475
46,"502, 311, 546"
47,"519, 547"
48,"548, 549, 525"
49,"551, 522, 489"
5,"110, 204, 422, 423, 354"
50,"422, 529, 552"
51,"553, 426"
52,"467, 509, 535"
53,"491, 531"
54,"555, 556"
55,"492, 537"
56,"557, 558"
57,"561, 476, 560, 547"
59,"562, 559, 547"
6,"329, 229, 429"
60,"564, 513, 563"
61,519
7,99
8,"241, 206, 268, 271"
9,"212, 435, 384"
ASTP,"77, 76"
Antares,278
Apollo 10,"17, 26, 23"
Apollo 11,"29, 27, 24"
Apollo 12,"44, 20"
Apollo 13,"45, 22, 46"
Apollo 14,"49, 50"
Apollo 15,"25, 55, 54"
Apollo 16,57
Apollo 17,"58, 59, 26"
Apollo 7,"7, 30, 31"
Apollo 8,"22, 33, 21"
Apollo 9,18
Astro-1,239
Astro-2,239
Atlas-1,130
EP-19,565
Euromir 94,131
Gemini 10,"27, 17"
Gemini 11,"28, 20"
Gemini 12,"29, 22"
