mission_title,Target
Soyuz TMA­1/TM­34,405
STS-41-B,135
STS-31,196
STS-102,403
STS-47,282
STS-114,349
STS-120,467
STS-151-C,56
18,328
STS-67,240
24,426
STS-47,285
STS-6,60
Soyuz 8,36
STS-67,326
STS-105,344
STS-41-D,144
61,519
STS-70,296
Salyut 7,182
STS-127,499
STS-26,119
STS-58,215
STS-41,214
22,354
STS-89,318
STS-44,261
STS-133,487
41,540
STS-55,192
26,277
26,520
STS-101,331
Apollo 16,17
STS-5,76
Gemini 9A,26
STS-114,439
STS-62,227
34,498
STS-111,421
STS-37,244
STS-33,165
26,384
5,110
STS-93,278
STS-80,335
STS-78,288
Soyuz 7,75
55,492
STS-83,358
STS-49,250
4,212
Vostok 3,5
Soyuz TM­33/32,241
2,123
STS-61-A,190
STS-49,235
39,513
STS-93,392
STS-32,228
Soyuz TMA-9,449
56,558
STS-51D,148
STS-74,340
STS-130,365
Salyut 7,143
STS-106,318
Gemini 6A,7
Skylab 3,63
STS-41 C,141
STS-96,254
Salyut 7,86
STS-131,468
27,522
Salyut 4,74
STS-83,313
STS-96,291
16,474
STS-83,298
STS-29,158
STS-45,196
STS-51-A,113
STS-133,462
STS-45,272
Salyut 6,84
12,391
STS-92,270
STS-72,344
Apollo 11,27
Mir EO-21,308
STS-69,154
57,560
STS-96,390
41,508
Soyuz 21,78
STS-41,235
STS-44,117
4,345
STS-32,227
40,506
STS-57,296
STS-65,316
28,395
33,530
27,300
STS-90,380
STS-106,397
STS-47,284
STS-125,326
STS-34,171
STS-69,290
Apollo 15,55
STS-51-B,166
27,480
STS-67,265
Salyut 7,111
STS-40,255
25,519
49,551
54,524
STS-101,262
STS-47,283
8,206
5,422
Euromir 94,131
STS-63,271
28,475
Salyut 7,138
44,543
Apollo 13,22
STS-71,187
Soyuz 26/27,85
13,289
Soyuz 27/26,86
11,212
Salyut 6,96
STS-66,291
2,308
Apollo 10,23
39,458
Shenzhou 7,485
Gemini 4,18
STS-110,192
STS-108,244
STS-40,254
60,564
44,476
Soyuz TM­32/31,312
Soyuz TM-33/32,355
STS-77,282
STS-28,221
STS-84,322
14,409
STS-89,187
STS-51-A,119
STS-46,280
53,491
STS-34,222
STS-42,122
30,476
STS-98,364
STS-128,503
STS-86,226
STS-51-A,154
Shenzhou 9,528
22,455
6,429
13,363
STS-50,187
STS-102,402
Apollo 12,44
Soyuz TMA-11/10,464
STS-115,448
Apollo 10,26
STS-35,240
STS-82,346
STS­63,118
3,409
STS-61-C,146
STS-58,305
13,232
STS-92,400
Soyuz 4,34
STS-40,256
STS-72,270
STS-133,368
STS-132,474
STS-29,217
STS-98,227
23,356
STS-62,238
STS-71,292
23,271
STS-105,387
STS-116,452
