Index,imdb_id,revenue,cast
970,tt0848228,1519557910," Chris Evans, Robert Downey Jr.,  Mark Ruffalo,  Chris Hemsworth,  Scarlett Johansson"
971,tt1496025,132400000," Theo James,  Stephen Rea, Kate Beckinsale,  Michael Ealy,  India Eisley"
972,tt1345836,1081041287," Michael Caine,  Anne Hathaway,  Tom Hardy, Christian Bale,  Gary Oldman"
973,tt1853728,425368238," Kerry Washington,  Christoph Waltz,  Samuel L. Jackson, Jamie Foxx,  Leonardo DiCaprio"
974,tt1074638,1108561013,"Daniel Craig,  Judi Dench,  Naomie Harris,  Javier Bardem,  Ralph Fiennes"
975,tt1194173,276572938," Edward Norton,  Scott Glenn,  Rachel Weisz,  Stacy Keach, Jeremy Renner"
976,tt0903624,1017003568,"Ian McKellen,  Martin Freeman,  Richard Armitage,  Cate Blanchett,  Andy Serkis"
977,tt1446714,403170142,"Noomi Rapace,  Charlize Theron,  Guy Pearce,  Michael Fassbender,  Idris Elba"
978,tt1045658,205738714," Robert De Niro, Bradley Cooper,  Jennifer Lawrence,  Jacki Weaver,  Chris Tucker"
979,tt0948470,752215857," Rhys Ifans,  Martin Sheen,  Emma Stone, Andrew Garfield,  Denis Leary"
980,tt1217209,538983207," Emma Thompson,  Julie Walters,  Kevin McKidd, Kelly Macdonald,  Billy Connolly"
981,tt1735898,396600000," Ian McShane, Kristen Stewart,  Chris Hemsworth,  Charlize Theron,  Sam Claflin"
982,tt1232829,201585328," Brie Larson,  Ellie Kemper, Channing Tatum,  Jonah Hill,  Dave Franco"
983,tt0454876,609016565," Irrfan Khan,  Gautam Belur, Suraj Sharma,  Ayush Tandon,  Adil Hussain"
984,tt1667889,877244782," Seann William Scott,  Chris Wedge,  Denis Leary,  Ray Romano, John Leguizamo"
985,tt1637725,549368315,"Mark Wahlberg,  Mila Kunis,  Seth MacFarlane,  Joel McHale,  Giovanni Ribisi"
986,tt0790724,218340595," Werner Herzog, Tom Cruise,  David Oyelowo,  Rosamund Pike,  Richard Jenkins"
987,tt1649419,180274123," Ewan McGregor,  Tom Holland,  Samuel Joslin, Naomi Watts,  Oaklee Pendergast"
988,tt1772341,471222889," Sarah Silverman,  Jack McBrayer, John C. Reilly,  Jamie Elman,  Jane Lynch"
989,tt1981677,115350426,"Anna Kendrick,  Rebel Wilson,  Brittany Snow,  Skylar Astin,  Anna Camp"
990,tt1409024,624026776,"Will Smith,  Emma Thompson,  Tommy Lee Jones,  Michael Stuhlbarg,  Josh Brolin"
991,tt1392170,691210692," Elizabeth Banks,  Liam Hemsworth,  Woody Harrelson, Jennifer Lawrence,  Josh Hutcherson"
992,tt1386703,198802074," Bill Nighy,  Bryan Cranston, Colin Farrell,  Kate Beckinsale,  Jessica Biel"
993,tt1371111,130482868," Jim Broadbent,  Jim Sturgess,  Halle Berry,  Hugo Weaving, Tom Hanks"
994,tt1764651,312573423," Arnold Schwarzenegger,  Jason Statham,  Bruce Willis,  Dolph Lundgren, Sylvester Stallone"
995,tt1397280,376141306," Maggie Grace,  Rade Serbedzija, Liam Neeson,  Luke Grimes,  Famke Janssen"
996,tt1077368,245527149," Jackie Earle Haley,  Michelle Pfeiffer,  Jonny Lee Miller,  Helena Bonham Carter, Johnny Depp"
997,tt1659337,33400000," Nina Dobrev,  Emma Watson,  Paul Rudd,  Ezra Miller, Logan Lerman"
998,tt1024648,232324128," Alan Arkin,  Victor Garber, Ben Affleck,  Bryan Cranston,  John Goodman"
999,tt1605630,234989584," Seann William Scott,  Chris Klein,  Thomas Ian Nicholas,  Alyson Hannigan, Jason Biggs"
1000,tt1915581,167221571," Alex Pettyfer,  Matthew McConaughey, Channing Tatum,  Olivia Munn,  Cody Horn"
1001,tt1259521,66486080,"Kristen Connolly,  Anna Hutchison,  Jesse Williams,  Chris Hemsworth,  Fran Kranz"
1002,tt1446192,306941670," Hugh Jackman,  Alec Baldwin,  Jude Law, Chris Pine,  Isla Fisher"
