Index,max,mean,min,25%,75%,std,50%,count
feature_6,7.462511335107901,0.1487281249288722,-6.555282839045559,-1.3925970024081158,1.5641398778275422,2.237656885641747,0.0700193533655404,1200.0
feature_3,12.361024714886215,0.4697134264131282,-10.323059456364934,-1.6890150565666278,2.581295437979767,3.3121292342034914,0.5848517066392174,1200.0
feature_12,6.226882315091423,-0.4708141358040855,-7.163370800454115,-1.7964259367937505,0.6726949269113861,1.9701094032947195,-0.6268370086136785,1200.0
feature_10,2.7664089946682906,0.0989935171090012,-3.134555986515037,-0.5984767704064529,0.7893461390034477,1.0024582020545418,0.1033724714360629,1200.0
feature_13,9.201397040989534,-0.2950002587221623,-10.919650497726302,-2.3583182158556006,1.8328992838715927,3.1542955885891466,-0.2001603155740299,1200.0
feature_19,7.624788556869078,-0.7471408781761119,-9.86004440035872,-2.666885044436455,1.1187073912684145,2.7938028200108365,-0.7489449145145839,1200.0
feature_14,6.042162994853367,0.6496456110360552,-5.833411754440237,-0.6648222270867582,1.9527075906457445,1.8696007457121373,0.5818412597199094,1200.0
feature_18,7.4398118482326385,0.1069225372249948,-7.405919406413733,-1.3658995525363615,1.6103296854444689,2.1761467214341583,0.1258605017094855,1200.0
feature_8,3.6088438345066014,0.1238375099375358,-3.5999528898281405,-0.5302807905607982,0.7816174103394402,0.9869407558397272,0.1559134620846001,1200.0
feature_2,7.409010716838497,0.0646922614990649,-5.552174536439463,-1.3246678860284842,1.3906299103460449,1.9773756532840083,-0.035815509113735,1200.0
feature_5,10.67248556481024,0.6961257351110464,-6.013839431736589,-0.6371285488985584,2.1169040858689954,2.0787724548067104,0.7257941073928625,1200.0
label,1.0,0.4941666666666666,0.0,0.0,1.0,0.5001744205088178,0.0,1200.0
