city,ranking,rating,reviews_number,cuisine_style
Amsterdam,1.0,5.0,136.0," Dutch,  European, French"
Amsterdam,5.0,4.5,316.0,"Dutch,  European,  Gluten Free Options,  Vegan Options"
Amsterdam,7.0,4.5,1455.0," Vegan Options, French,  European,  Gluten Free Options,  International"
Amsterdam,8.0,4.5,675.0," Gluten Free Options,  Indonesian"
Amsterdam,9.0,4.5,923.0," Asian,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly"
Amsterdam,10.0,4.5,450.0, Seafood
Amsterdam,11.0,4.5,295.0," Bar,  Vegetarian Friendly, American,  European"
Amsterdam,13.0,4.5,368.0," Central European,  European,  Vegan Options,  Vegetarian Friendly, French,  Gluten Free Options"
Amsterdam,15.0,4.5,1246.0,"French,  International,  European,  Dutch,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,16.0,4.5,1391.0," British,  Gluten Free Options,  European,  Vegetarian Friendly, Dutch,  Vegan Options"
Amsterdam,17.0,4.5,1633.0,"Dutch,  Gluten Free Options,  Vegetarian Friendly,  International"
Amsterdam,18.0,4.5,958.0," Bar,  European"
Amsterdam,19.0,4.5,426.0," Tibetan,  Vegan Options,  Gluten Free Options, Indian,  Nepali"
Amsterdam,21.0,4.5,1380.0," European, International"
Amsterdam,22.0,4.5,239.0," Gluten Free Options,  Dutch,  European,  Vegetarian Friendly"
Amsterdam,29.0,4.5,344.0," International, Dutch,  Vegan Options,  European,  Gluten Free Options"
Amsterdam,32.0,4.5,821.0," Gluten Free Options,  South American, Steakhouse,  Barbecue"
Amsterdam,37.0,4.5,264.0," Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
Amsterdam,38.0,4.5,308.0," Cafe,  Gluten Free Options,  European, Dutch,  Vegetarian Friendly"
Amsterdam,39.0,4.5,697.0," European,  International"
Amsterdam,42.0,4.5,718.0," Vegetarian Friendly, Indian"
Amsterdam,44.0,4.5,408.0," International,  Seafood"
Amsterdam,51.0,4.5,681.0,Dutch
Amsterdam,52.0,4.5,1995.0," Vegan Options,  Gluten Free Options, Dutch,  Vegetarian Friendly"
Amsterdam,59.0,4.5,555.0, Vegetarian Friendly
Amsterdam,61.0,4.5,1091.0," Gluten Free Options,  Vegan Options,  Contemporary,  Vegetarian Friendly, New Zealand,  Cafe"
Amsterdam,65.0,4.5,2428.0," Vegan Options,  European,  Central European,  Gluten Free Options, Dutch,  Vegetarian Friendly"
Amsterdam,67.0,4.5,838.0," Gluten Free Options,  European,  Vegan Options, Dutch"
Amsterdam,68.0,4.5,510.0,Dutch
Amsterdam,71.0,4.5,416.0," Vegan Options,  Vegetarian Friendly"
Amsterdam,73.0,4.5,748.0," Fast Food, American,  Bar"
Amsterdam,76.0,4.5,425.0," Cafe,  Vegan Options,  European,  International, Dutch"
Amsterdam,79.0,4.5,1313.0,"Belgian,  Vegetarian Friendly,  Dutch,  Fast Food"
Amsterdam,81.0,4.5,681.0," Gluten Free Options,  Vegetarian Friendly,  Vegan Options"
Amsterdam,87.0,4.5,377.0," Pizza,  Vegetarian Friendly,  Seafood, Steakhouse,  Gluten Free Options,  Italian"
Amsterdam,91.0,4.5,888.0," Barbecue,  Steakhouse,  Grill, American,  Gluten Free Options,  Bar"
Amsterdam,94.0,4.5,1480.0," Italian,  Mediterranean,  Street Food,  Dutch,  Indian, Asian,  Fast Food,  Vietnamese,  Gluten Free Options,  French,  Seafood,  Grill,  Vegan Options,  Bar"
