Index,imdb_id,cast
0,tt0369610,"Chris Pratt,  Bryce Dallas Howard,  Irrfan Khan,  Vincent D'Onofrio,  Nick Robinson, Chris Pratt,  Bryce Dallas Howard,  Irrfan Khan,  Vincent D'Onofrio,  Nick Robinson, Chris Pratt,  Bryce Dallas Howard,  Irrfan Khan,  Vincent D'Onofrio,  Nick Robinson, Chris Pratt,  Bryce Dallas Howard,  Irrfan Khan,  Vincent D'Onofrio,  Nick Robinson, Chris Pratt,  Bryce Dallas Howard,  Irrfan Khan,  Vincent D'Onofrio,  Nick Robinson"
1,tt1392190,"Tom Hardy,  Charlize Theron,  Hugh Keays-Byrne,  Nicholas Hoult,  Josh Helman, Tom Hardy,  Charlize Theron,  Hugh Keays-Byrne,  Nicholas Hoult,  Josh Helman, Tom Hardy,  Charlize Theron,  Hugh Keays-Byrne,  Nicholas Hoult,  Josh Helman, Tom Hardy,  Charlize Theron,  Hugh Keays-Byrne,  Nicholas Hoult,  Josh Helman, Tom Hardy,  Charlize Theron,  Hugh Keays-Byrne,  Nicholas Hoult,  Josh Helman"
2,tt2908446,"Shailene Woodley,  Theo James,  Kate Winslet,  Ansel Elgort,  Miles Teller, Shailene Woodley,  Theo James,  Kate Winslet,  Ansel Elgort,  Miles Teller, Shailene Woodley,  Theo James,  Kate Winslet,  Ansel Elgort,  Miles Teller, Shailene Woodley,  Theo James,  Kate Winslet,  Ansel Elgort,  Miles Teller, Shailene Woodley,  Theo James,  Kate Winslet,  Ansel Elgort,  Miles Teller"
3,tt2488496,"Harrison Ford,  Mark Hamill,  Carrie Fisher,  Adam Driver,  Daisy Ridley, Harrison Ford,  Mark Hamill,  Carrie Fisher,  Adam Driver,  Daisy Ridley, Harrison Ford,  Mark Hamill,  Carrie Fisher,  Adam Driver,  Daisy Ridley, Harrison Ford,  Mark Hamill,  Carrie Fisher,  Adam Driver,  Daisy Ridley, Harrison Ford,  Mark Hamill,  Carrie Fisher,  Adam Driver,  Daisy Ridley"
4,tt2820852,"Vin Diesel,  Paul Walker,  Jason Statham,  Michelle Rodriguez,  Dwayne Johnson, Vin Diesel,  Paul Walker,  Jason Statham,  Michelle Rodriguez,  Dwayne Johnson, Vin Diesel,  Paul Walker,  Jason Statham,  Michelle Rodriguez,  Dwayne Johnson, Vin Diesel,  Paul Walker,  Jason Statham,  Michelle Rodriguez,  Dwayne Johnson, Vin Diesel,  Paul Walker,  Jason Statham,  Michelle Rodriguez,  Dwayne Johnson"
5,tt1663202,"Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Domhnall Gleeson,  Paul Anderson, Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Domhnall Gleeson,  Paul Anderson, Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Domhnall Gleeson,  Paul Anderson, Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Domhnall Gleeson,  Paul Anderson, Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Domhnall Gleeson,  Paul Anderson"
6,tt1340138,"Arnold Schwarzenegger,  Jason Clarke,  Emilia Clarke,  Jai Courtney,  J.K. Simmons, Arnold Schwarzenegger,  Jason Clarke,  Emilia Clarke,  Jai Courtney,  J.K. Simmons, Arnold Schwarzenegger,  Jason Clarke,  Emilia Clarke,  Jai Courtney,  J.K. Simmons, Arnold Schwarzenegger,  Jason Clarke,  Emilia Clarke,  Jai Courtney,  J.K. Simmons, Arnold Schwarzenegger,  Jason Clarke,  Emilia Clarke,  Jai Courtney,  J.K. Simmons"
7,tt3659388,"Matt Damon,  Jessica Chastain,  Kristen Wiig,  Jeff Daniels,  Michael PeÃ±a, Matt Damon,  Jessica Chastain,  Kristen Wiig,  Jeff Daniels,  Michael PeÃ±a, Matt Damon,  Jessica Chastain,  Kristen Wiig,  Jeff Daniels,  Michael PeÃ±a, Matt Damon,  Jessica Chastain,  Kristen Wiig,  Jeff Daniels,  Michael PeÃ±a, Matt Damon,  Jessica Chastain,  Kristen Wiig,  Jeff Daniels,  Michael PeÃ±a"
8,tt2293640,"Sandra Bullock,  Jon Hamm,  Michael Keaton,  Allison Janney,  Steve Coogan, Sandra Bullock,  Jon Hamm,  Michael Keaton,  Allison Janney,  Steve Coogan, Sandra Bullock,  Jon Hamm,  Michael Keaton,  Allison Janney,  Steve Coogan, Sandra Bullock,  Jon Hamm,  Michael Keaton,  Allison Janney,  Steve Coogan, Sandra Bullock,  Jon Hamm,  Michael Keaton,  Allison Janney,  Steve Coogan"
9,tt2096673,"Amy Poehler,  Phyllis Smith,  Richard Kind,  Bill Hader,  Lewis Black, Amy Poehler,  Phyllis Smith,  Richard Kind,  Bill Hader,  Lewis Black, Amy Poehler,  Phyllis Smith,  Richard Kind,  Bill Hader,  Lewis Black, Amy Poehler,  Phyllis Smith,  Richard Kind,  Bill Hader,  Lewis Black, Amy Poehler,  Phyllis Smith,  Richard Kind,  Bill Hader,  Lewis Black"
10,tt2379713,"Daniel Craig,  Christoph Waltz,  LÃ©a Seydoux,  Ralph Fiennes,  Monica Bellucci, Daniel Craig,  Christoph Waltz,  LÃ©a Seydoux,  Ralph Fiennes,  Monica Bellucci, Daniel Craig,  Christoph Waltz,  LÃ©a Seydoux,  Ralph Fiennes,  Monica Bellucci, Daniel Craig,  Christoph Waltz,  LÃ©a Seydoux,  Ralph Fiennes,  Monica Bellucci, Daniel Craig,  Christoph Waltz,  LÃ©a Seydoux,  Ralph Fiennes,  Monica Bellucci"
11,tt1617661,"Mila Kunis,  Channing Tatum,  Sean Bean,  Eddie Redmayne,  Douglas Booth, Mila Kunis,  Channing Tatum,  Sean Bean,  Eddie Redmayne,  Douglas Booth, Mila Kunis,  Channing Tatum,  Sean Bean,  Eddie Redmayne,  Douglas Booth, Mila Kunis,  Channing Tatum,  Sean Bean,  Eddie Redmayne,  Douglas Booth, Mila Kunis,  Channing Tatum,  Sean Bean,  Eddie Redmayne,  Douglas Booth"
12,tt0470752,"Domhnall Gleeson,  Alicia Vikander,  Oscar Isaac,  Sonoya Mizuno,  Corey Johnson, Domhnall Gleeson,  Alicia Vikander,  Oscar Isaac,  Sonoya Mizuno,  Corey Johnson, Domhnall Gleeson,  Alicia Vikander,  Oscar Isaac,  Sonoya Mizuno,  Corey Johnson, Domhnall Gleeson,  Alicia Vikander,  Oscar Isaac,  Sonoya Mizuno,  Corey Johnson, Domhnall Gleeson,  Alicia Vikander,  Oscar Isaac,  Sonoya Mizuno,  Corey Johnson"
13,tt2120120,"Adam Sandler,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Kevin James, Adam Sandler,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Kevin James, Adam Sandler,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Kevin James, Adam Sandler,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Kevin James, Adam Sandler,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Kevin James"
14,tt2395427,"Robert Downey Jr.,  Chris Hemsworth,  Mark Ruffalo,  Chris Evans,  Scarlett Johansson, Robert Downey Jr.,  Chris Hemsworth,  Mark Ruffalo,  Chris Evans,  Scarlett Johansson, Robert Downey Jr.,  Chris Hemsworth,  Mark Ruffalo,  Chris Evans,  Scarlett Johansson, Robert Downey Jr.,  Chris Hemsworth,  Mark Ruffalo,  Chris Evans,  Scarlett Johansson, Robert Downey Jr.,  Chris Hemsworth,  Mark Ruffalo,  Chris Evans,  Scarlett Johansson"
15,tt3460252,"Samuel L. Jackson,  Kurt Russell,  Jennifer Jason Leigh,  Walton Goggins,  DemiÃ¡n Bichir, Samuel L. Jackson,  Kurt Russell,  Jennifer Jason Leigh,  Walton Goggins,  DemiÃ¡n Bichir, Samuel L. Jackson,  Kurt Russell,  Jennifer Jason Leigh,  Walton Goggins,  DemiÃ¡n Bichir, Samuel L. Jackson,  Kurt Russell,  Jennifer Jason Leigh,  Walton Goggins,  DemiÃ¡n Bichir, Samuel L. Jackson,  Kurt Russell,  Jennifer Jason Leigh,  Walton Goggins,  DemiÃ¡n Bichir"
16,tt2446042,"Liam Neeson,  Forest Whitaker,  Maggie Grace,  Famke Janssen,  Dougray Scott, Liam Neeson,  Forest Whitaker,  Maggie Grace,  Famke Janssen,  Dougray Scott, Liam Neeson,  Forest Whitaker,  Maggie Grace,  Famke Janssen,  Dougray Scott, Liam Neeson,  Forest Whitaker,  Maggie Grace,  Famke Janssen,  Dougray Scott, Liam Neeson,  Forest Whitaker,  Maggie Grace,  Famke Janssen,  Dougray Scott"
17,tt0478970,"Paul Rudd,  Michael Douglas,  Evangeline Lilly,  Corey Stoll,  Bobby Cannavale, Paul Rudd,  Michael Douglas,  Evangeline Lilly,  Corey Stoll,  Bobby Cannavale, Paul Rudd,  Michael Douglas,  Evangeline Lilly,  Corey Stoll,  Bobby Cannavale, Paul Rudd,  Michael Douglas,  Evangeline Lilly,  Corey Stoll,  Bobby Cannavale, Paul Rudd,  Michael Douglas,  Evangeline Lilly,  Corey Stoll,  Bobby Cannavale"
18,tt1661199,"Lily James,  Cate Blanchett,  Richard Madden,  Helena Bonham Carter,  Holliday Grainger, Lily James,  Cate Blanchett,  Richard Madden,  Helena Bonham Carter,  Holliday Grainger, Lily James,  Cate Blanchett,  Richard Madden,  Helena Bonham Carter,  Holliday Grainger, Lily James,  Cate Blanchett,  Richard Madden,  Helena Bonham Carter,  Holliday Grainger, Lily James,  Cate Blanchett,  Richard Madden,  Helena Bonham Carter,  Holliday Grainger"
19,tt1951266,"Jennifer Lawrence,  Josh Hutcherson,  Liam Hemsworth,  Woody Harrelson,  Elizabeth Banks, Jennifer Lawrence,  Josh Hutcherson,  Liam Hemsworth,  Woody Harrelson,  Elizabeth Banks, Jennifer Lawrence,  Josh Hutcherson,  Liam Hemsworth,  Woody Harrelson,  Elizabeth Banks, Jennifer Lawrence,  Josh Hutcherson,  Liam Hemsworth,  Woody Harrelson,  Elizabeth Banks, Jennifer Lawrence,  Josh Hutcherson,  Liam Hemsworth,  Woody Harrelson,  Elizabeth Banks"
20,tt1964418,"Britt Robertson,  George Clooney,  Raffey Cassidy,  Thomas Robinson,  Hugh Laurie, Britt Robertson,  George Clooney,  Raffey Cassidy,  Thomas Robinson,  Hugh Laurie, Britt Robertson,  George Clooney,  Raffey Cassidy,  Thomas Robinson,  Hugh Laurie, Britt Robertson,  George Clooney,  Raffey Cassidy,  Thomas Robinson,  Hugh Laurie, Britt Robertson,  George Clooney,  Raffey Cassidy,  Thomas Robinson,  Hugh Laurie"
21,tt1798684,"Jake Gyllenhaal,  Rachel McAdams,  Forest Whitaker,  Oona Laurence,  50 Cent, Jake Gyllenhaal,  Rachel McAdams,  Forest Whitaker,  Oona Laurence,  50 Cent, Jake Gyllenhaal,  Rachel McAdams,  Forest Whitaker,  Oona Laurence,  50 Cent, Jake Gyllenhaal,  Rachel McAdams,  Forest Whitaker,  Oona Laurence,  50 Cent, Jake Gyllenhaal,  Rachel McAdams,  Forest Whitaker,  Oona Laurence,  50 Cent"
