Index,imdb_id,cast
0,tt0369610," Irrfan Khan,  Irrfan Khan,  Vincent D'Onofrio,  Irrfan Khan,  Nick Robinson,  Bryce Dallas Howard,  Bryce Dallas Howard,  Nick Robinson, Chris Pratt,  Vincent D'Onofrio,  Irrfan Khan,  Bryce Dallas Howard, Chris Pratt,  Irrfan Khan, Chris Pratt, Chris Pratt,  Vincent D'Onofrio,  Bryce Dallas Howard,  Nick Robinson"
1,tt1392190,"Tom Hardy,  Charlize Theron, Tom Hardy,  Hugh Keays-Byrne,  Charlize Theron,  Josh Helman, Tom Hardy,  Charlize Theron, Tom Hardy,  Nicholas Hoult,  Hugh Keays-Byrne,  Hugh Keays-Byrne,  Josh Helman"
2,tt2908446," Ansel Elgort, Shailene Woodley,  Theo James, Shailene Woodley,  Miles Teller,  Kate Winslet, Shailene Woodley,  Miles Teller, Shailene Woodley, Shailene Woodley,  Kate Winslet,  Ansel Elgort,  Theo James,  Ansel Elgort,  Miles Teller,  Kate Winslet,  Theo James,  Ansel Elgort,  Kate Winslet"
3,tt2488496,"Harrison Ford,  Daisy Ridley,  Mark Hamill,  Adam Driver, Harrison Ford,  Daisy Ridley,  Carrie Fisher,  Carrie Fisher, Harrison Ford,  Daisy Ridley,  Carrie Fisher,  Adam Driver,  Carrie Fisher,  Daisy Ridley, Harrison Ford,  Mark Hamill,  Adam Driver"
4,tt2820852," Dwayne Johnson,  Michelle Rodriguez, Vin Diesel,  Jason Statham,  Dwayne Johnson,  Dwayne Johnson,  Paul Walker,  Michelle Rodriguez, Vin Diesel, Vin Diesel,  Paul Walker,  Paul Walker, Vin Diesel,  Jason Statham, Vin Diesel,  Dwayne Johnson"
5,tt1663202," Domhnall Gleeson,  Paul Anderson,  Domhnall Gleeson,  Will Poulter,  Paul Anderson,  Tom Hardy,  Paul Anderson,  Domhnall Gleeson,  Paul Anderson,  Tom Hardy,  Tom Hardy, Leonardo DiCaprio, Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Paul Anderson,  Domhnall Gleeson, Leonardo DiCaprio, Leonardo DiCaprio,  Will Poulter,  Tom Hardy,  Domhnall Gleeson"
6,tt1340138,"Arnold Schwarzenegger,  Jason Clarke, Arnold Schwarzenegger,  Emilia Clarke,  Jason Clarke,  J.K. Simmons,  J.K. Simmons, Arnold Schwarzenegger,  J.K. Simmons,  J.K. Simmons,  Jai Courtney,  Emilia Clarke,  Jai Courtney,  Emilia Clarke, Arnold Schwarzenegger,  Emilia Clarke,  Jai Courtney,  J.K. Simmons"
7,tt3659388,"Matt Damon,  Michael PeÃ±a,  Michael PeÃ±a,  Jessica Chastain, Matt Damon,  Jeff Daniels,  Jeff Daniels,  Jessica Chastain,  Jeff Daniels,  Michael PeÃ±a,  Jessica Chastain,  Michael PeÃ±a,  Jessica Chastain, Matt Damon,  Jeff Daniels,  Kristen Wiig, Matt Damon"
8,tt2293640," Allison Janney,  Michael Keaton, Sandra Bullock, Sandra Bullock,  Steve Coogan,  Michael Keaton,  Steve Coogan,  Allison Janney,  Jon Hamm,  Steve Coogan,  Allison Janney,  Michael Keaton, Sandra Bullock,  Allison Janney, Sandra Bullock, Sandra Bullock,  Steve Coogan,  Allison Janney,  Jon Hamm"
9,tt2096673," Bill Hader,  Bill Hader,  Phyllis Smith,  Phyllis Smith,  Bill Hader,  Bill Hader, Amy Poehler,  Phyllis Smith,  Lewis Black, Amy Poehler,  Lewis Black,  Richard Kind,  Lewis Black,  Bill Hader,  Richard Kind,  Richard Kind"
10,tt2379713," LÃ©a Seydoux,  LÃ©a Seydoux,  Christoph Waltz,  LÃ©a Seydoux, Daniel Craig, Daniel Craig,  Monica Bellucci,  Monica Bellucci,  LÃ©a Seydoux, Daniel Craig,  Ralph Fiennes,  Monica Bellucci,  Monica Bellucci,  Christoph Waltz,  Christoph Waltz,  Ralph Fiennes,  Christoph Waltz,  Christoph Waltz, Daniel Craig,  LÃ©a Seydoux,  Ralph Fiennes"
11,tt1617661,"Mila Kunis,  Douglas Booth,  Sean Bean,  Douglas Booth,  Sean Bean,  Channing Tatum,  Channing Tatum,  Eddie Redmayne,  Douglas Booth, Mila Kunis,  Channing Tatum,  Eddie Redmayne,  Channing Tatum,  Sean Bean,  Sean Bean, Mila Kunis,  Channing Tatum, Mila Kunis,  Douglas Booth,  Douglas Booth"
12,tt0470752," Sonoya Mizuno,  Oscar Isaac, Domhnall Gleeson,  Alicia Vikander, Domhnall Gleeson,  Sonoya Mizuno,  Corey Johnson,  Sonoya Mizuno,  Oscar Isaac,  Corey Johnson,  Alicia Vikander,  Corey Johnson,  Corey Johnson,  Sonoya Mizuno, Domhnall Gleeson,  Oscar Isaac, Domhnall Gleeson,  Corey Johnson,  Alicia Vikander,  Alicia Vikander,  Sonoya Mizuno"
13,tt2120120," Josh Gad, Adam Sandler,  Kevin James,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Kevin James,  Peter Dinklage, Adam Sandler, Adam Sandler,  Michelle Monaghan,  Peter Dinklage,  Josh Gad,  Michelle Monaghan, Adam Sandler,  Kevin James,  Peter Dinklage, Adam Sandler,  Michelle Monaghan"
14,tt2395427," Chris Hemsworth,  Scarlett Johansson, Robert Downey Jr.,  Scarlett Johansson,  Scarlett Johansson, Robert Downey Jr.,  Scarlett Johansson,  Chris Hemsworth,  Scarlett Johansson,  Chris Hemsworth,  Chris Evans,  Mark Ruffalo, Robert Downey Jr.,  Chris Evans, Robert Downey Jr.,  Mark Ruffalo,  Mark Ruffalo,  Mark Ruffalo, Robert Downey Jr."
15,tt3460252," Jennifer Jason Leigh,  Walton Goggins, Samuel L. Jackson,  DemiÃ¡n Bichir,  Kurt Russell, Samuel L. Jackson,  DemiÃ¡n Bichir,  Kurt Russell,  Walton Goggins,  Walton Goggins,  Kurt Russell,  DemiÃ¡n Bichir,  DemiÃ¡n Bichir"
16,tt2446042,"Liam Neeson,  Dougray Scott,  Maggie Grace,  Famke Janssen,  Maggie Grace,  Forest Whitaker,  Dougray Scott,  Forest Whitaker,  Famke Janssen,  Forest Whitaker,  Famke Janssen,  Forest Whitaker, Liam Neeson,  Dougray Scott, Liam Neeson, Liam Neeson,  Dougray Scott"
17,tt0478970," Michael Douglas,  Bobby Cannavale,  Michael Douglas,  Evangeline Lilly,  Corey Stoll, Paul Rudd,  Corey Stoll, Paul Rudd,  Evangeline Lilly,  Corey Stoll,  Bobby Cannavale, Paul Rudd,  Bobby Cannavale,  Michael Douglas"
18,tt1661199," Richard Madden, Lily James,  Cate Blanchett,  Helena Bonham Carter,  Cate Blanchett,  Holliday Grainger,  Holliday Grainger,  Richard Madden,  Cate Blanchett,  Helena Bonham Carter,  Richard Madden,  Helena Bonham Carter, Lily James, Lily James"
