mission_title,Target
1,"214, 98, 204, 136, 332, 205, 212"
10,"259, 314, 183, 375"
11,"204, 212, 268, 404"
12,"305, 208, 391, 277"
13,"396, 333, 289, 232, 363"
14,"299, 454, 110, 409, 337"
15,"210, 241, 455, 426, 460"
16,"422, 474, 311, 376, 412, 312, 311"
17,"475, 482, 320, 204, 476"
18,"405, 343, 424, 99, 122, 328, 435"
19,"329, 384, 493, 208"
2,"209, 308, 85, 123, 100, 203, 288, 208, 262"
20,"427, 333, 505, 332, 502, 498, 277, 353"
21,"268, 345, 506, 396"
22,"511, 438, 215, 171, 354, 455, 317"
23,"320, 299, 271, 461, 513, 356, 514"
24,"349, 306, 426, 518, 208, 375, 466, 363, 118"
25,"329, 312, 519, 268, 393"
26,"467, 277, 520, 385, 336, 384"
27,"300, 521, 241, 480, 522, 388"
28,"268, 523, 395, 444, 475"
29,"525, 398, 524"
3,"211, 236, 91, 328, 210, 118, 409, 206"
30,"429, 476, 436"
31,"526, 384, 491"
32,"311, 454, 481"
33,"503, 530, 529"
34,"501, 498, 340"
35,"363, 531, 500"
36,"532, 479, 426"
37,"535, 536, 455"
38,"397, 343, 409"
39,"458, 513, 537"
4,"212, 345, 183, 303, 302"
40,"539, 506, 538"
41,"521, 508, 540"
42,"524, 541, 512"
43,"514, 384, 393"
44,"476, 542, 543"
45,475
46,"502, 311, 546"
47,"547, 519, 396"
48,"525, 548, 549"
49,"489, 522, 551"
5,"110, 354, 423, 422, 204"
50,"422, 552, 529"
51,"553, 426"
52,"467, 509, 535"
53,"491, 554, 531"
54,"556, 524, 555"
55,"537, 492, 497"
56,"557, 558, 539"
57,"561, 560, 559, 476, 547"
59,"547, 562, 559"
6,"429, 208, 329, 229, 274"
60,"564, 563, 513"
61,519
7,"232, 99, 362, 311"
8,"271, 241, 268, 206"
9,"435, 212, 251, 384"
ASTP,"77, 76, 23"
Antares,278
Apollo 10,"23, 26, 17"
Apollo 11,"29, 24, 27"
Apollo 12,"20, 44, 28"
Apollo 13,"46, 22, 45"
Apollo 14,"48, 50, 49"
Apollo 15,"55, 54, 25"
Apollo 16,"17, 56, 57"
Apollo 17,"58, 59, 26"
Apollo 7,"30, 31, 7"
Apollo 8,"22, 21, 33"
Apollo 9,"18, 25"
Astro-1,239
Astro-2,239
Atlas-1,130
EP-19,565
Euromir 94,131
Gemini 10,"27, 17"
Gemini 11,"28, 20"
Gemini 12,"29, 22"
Gemini 3,"17, 16"
Gemini 4,"18, 19"
Gemini 5,"20, 8"
Gemini 6A,7
Gemini 7,"21, 22"
Gemini 8,"25, 24"
Gemini 9A,"26, 23"
MA-6,3
Mercury-Atlas 7,4
Mercury-Atlas 8,7
Mercury-Atlas 9,8
Mir Aragatz,108
Mir EO-15,308
Mir EO-21,308
STS 101,308
STS 51-C,157
STS 51-L,157
STS-1,"17, 102"
STS-100,"335, 348, 340, 323, 404, 392"
STS-101,"288, 313, 396, 262, 331, 346"
STS-102,"349, 402, 403, 226"
STS-103,"322, 393, 282, 280, 319, 271, 326"
STS-104,"334, 368, 373, 407, 383"
STS-105,"344, 346, 387, 408"
STS-106,"377, 318, 398, 397, 362"
STS-107,"433, 374, 430, 389, 431, 369, 432"
STS-108,"244, 382, 412, 411"
STS-109,"377, 413, 296, 414, 350, 326, 301"
STS-110,"291, 417, 367, 192, 415, 416, 319"
STS-111,"421, 197, 420, 290"
STS-112,"392, 400, 424, 306, 425"
STS-113,"420, 428, 337, 226"
STS-114,"349, 438, 439, 402, 365, 324, 327"
STS-115,"341, 398, 321, 286, 448, 447"
STS-116,"450, 451, 453, 452, 401, 364"
STS-117,"387, 458, 373, 408, 459, 457"
STS-118,"407, 397, 461, 393, 379, 462, 463"
STS-119,"404, 490, 457, 458, 491, 492"
STS-120,"467, 323, 446, 466, 465, 400"
