mission_title,Target
STS-51C,159
30,429
STS-85,366
STS-103,322
STS-39,246
STS-6,115
STS-105,344
STS-34,160
13,396
STS-67,327
STS-84,324
STS-50,223
STS-61,235
Soyuz 10,34
STS-41-B,135
STS-123,382
Apollo 15,55
STS-129,510
STS-131,517
STS-26,119
19,329
49,489
Salyut 7,95
STS-41-C,140
STS-133,488
STS-41-C,139
Salyut 7,70
Soyuz 37/36,43
18,405
Soyuz TM­4/3,207
Salyut 6,100
32,311
STS-126,448
STS-119,404
Apollo 8,22
STS-124,444
STS-43,257
STS-114,349
STS-71,132
STS-85,365
60,564
Apollo 17,58
23,320
STS-83,298
STS-126,489
STS-9,128
Soyuz TM-12/11,252
Mercury-Atlas 8,7
STS-50,275
STS-41-G,149
1,214
STS­106,399
Salyut 6,84
20,427
STS-61,274
Salyut 6,93
STS-91,383
STS-114,438
STS-51-I,104
STS-2,105
STS-46,280
57,561
STS-61,179
STS-77,349
STS-121,445
STS-68,297
STS-61-C,132
Salyut 7,86
STS-85,364
STS-79,235
STS-51L,200
Skylab-2,60
STS-115,341
STS-39,144
STS-61,163
4,212
STS-102,349
Soyuz 26/27,85
STS-94,358
1,98
STS-77,263
STS-73,339
STS-76,304
Skylab 3,44
STS-113,420
44,476
17,475
Soyuz 30,89
41,521
Apollo 10,23
13,333
STS-82,274
STS-122,470
Gemini 9A,26
19,384
STS-56,291
STS-69,262
STS-66,282
STS-35,163
STS-70,261
STS-104,334
8,271
STS-134,411
STS-118,407
Mir Aragatz,108
STS-72,343
STS-90,378
STS-100,335
20,333
30,476
Soyuz TMA­1/TM­34,405
STS-30,193
STS-81,227
4,345
STS-61,225
35,363
24,349
Salyut 6,88
STS-47,218
STS-89,318
11,204
STS-90,380
STS-42,265
STS-95,323
STS-112,392
Salyut 6,83
Soyuz TMA-12 / Soyuz TMA-11,477
13,289
STS-41-D,146
STS-109,377
STS-123,350
STS-86,327
STS-104,368
STS-46,279
STS-8,105
Voskhod 2,15
STS-132,495
STS-61-C,196
48,525
Vostok 4,6
37,535
STS-56,271
Soyuz 9,5
3,211
STS-27,132
STS-51,266
STS-51-F,106
6,429
STS-95,3
STS-72,344
STS-93,336
STS-33,117
47,547
STS-41D,148
STS-41-D,144
50,422
STS-71,247
STS-112,400
Soyuz TM13/12,260
Mercury-Atlas 7,4
STS-61-B,195
STS-123,370
STS-117,387
STS-70,315
10,259
STS-65,315
STS-114,439
STS-55,192
STS-68,319
Soyuz 7,43
STS-52,257
STS-122,416
STS-130,451
STS-74,313
Soyuz 15,72
ASTP,77
STS-32,227
STS-93,278
STS-116,450
33,503
STS­60,212
27,300
Saluyt 4,69
STS-44,264
ЭП-1,406
STS-53,233
12,305
23,299
STS-82,247
5,110
STS-61A,170
STS-51-G,171
STS-82,218
STS-95,365
STS-88,387
STS-102,402
STS-78,353
51,553
STS-103,393
Soyuz TMA-3/2,385
STS-74,243
STS-99,383
7,232
STS-40,254
47,519
STS-65,233
STS-90,350
STS-47,285
STS-43,171
STS-42,184
16,422
Shenzhou 10,534
Soyuz 5,35
STS-119,490
Apollo 11,29
STS-135,447
49,522
STS-106,377
4,183
STS-121,411
22,511
STS-125,497
STS-51-B,112
STS-54,248
STS-41-G,150
Soyuz 39,86
STS-47,245
STS-98,227
STS-94,315
STS-125,495
STS-86,323
24,306
STS-134,482
Mir EO-15,308
STS-28,220
Salyut 7,107
2,209
STS-130,378
STS-126,487
STS-42,267
16,474
STS-135,424
20,505
STS-132,478
STS-78,350
25,329
Soyuz TM-33/32,355
Apollo 9,18
STS-37,245
STS-36,185
STS-84,361
STS-38,179
STS-68,257
STS-112,424
STS-55,295
STS-100,348
STS-131,460
9,435
55,537
STS-77,230
STS-5,76
STS-64,317
STS-41-B,133
ASTP,76
STS-39,247
35,531
STS-49,225
STS-95,282
60,563
STS-92,297
STS-96,390
STS-61-A,158
24,426
STS-30,122
STS-101,288
STS-49,231
STS-105,346
47,396
STS-108,244
52,467
STS-1,17
Soyuz 9,47
STS-6,60
30,436
sts-46,281
STS-109,413
STS-54,230
STS-101,313
STS-41-B,76
43,514
STS-8,126
STS-130,512
Salyut 7,136
Salyut 7,143
43,384
STS-51-D,161
STS-88,233
27,521
STS-129,508
Gemini 12,29
STS-46,197
13,232
36,532
STS-33,225
Shenzhou 9,485
31,526
44,542
STS-51-L,147
STS-107,433
19,493
STS-125,494
STS-61-A,280
STS-50,219
STS-58,304
STS-42,265
Soyuz TM­32/31,312
Salyut 7,111
STS-70,331
Gemini 3,17
23,271
57,560
STS-54,247
STS-96,291
