Index,count,mean,std,min,25%,50%,75%,max
feature_11,1200.0,-0.9132016521959276,1.8032528477148373,-6.9407906679269225,-2.142057147159501,-0.9610213667421824,0.2429858005743711,4.694999847248621
feature_4,1200.0,0.8244320534205398,3.1514907172106126,-7.277016119205168,-1.3995338057674764,0.7616719066426132,2.8316187894367304,13.21107024078557
feature_5,1200.0,0.6961257351110464,2.0787724548067104,-6.013839431736589,-0.6371285488985584,0.7257941073928625,2.1169040858689954,10.67248556481024
feature_12,1200.0,-0.4708141358040855,1.9701094032947195,-7.163370800454115,-1.7964259367937505,-0.6268370086136785,0.6726949269113861,6.226882315091423
label,1200.0,0.4941666666666666,0.5001744205088178,0.0,0.0,0.0,1.0,1.0
feature_20,1200.0,-0.3992761640186691,2.051649586321497,-7.041446380624821,-1.753808465650215,-0.4364072869666682,1.0256480883662975,6.7439568689868805
feature_16,1200.0,-0.7471408781761119,2.7938028200108365,-9.86004440035872,-2.666885044436455,-0.7489449145145839,1.1187073912684145,7.624788556869078
feature_1,1200.0,0.0453312169085378,1.0232586998830142,-3.0650472794355066,-0.6301705462588162,0.0432454486444081,0.7616917259809589,3.7235299019975847
feature_14,1200.0,0.6496456110360552,1.8696007457121373,-5.833411754440237,-0.6648222270867582,0.5818412597199094,1.9527075906457445,6.042162994853367
feature_6,1200.0,0.1487281249288722,2.237656885641747,-6.555282839045559,-1.3925970024081158,0.0700193533655404,1.5641398778275422,7.462511335107901
feature_15,1200.0,0.0779178331696463,1.0131336755216318,-3.0203886665060367,-0.614358872816126,0.0958856715361728,0.7564995752498124,2.9960538507175642
feature_18,1200.0,0.1069225372249948,2.1761467214341583,-7.405919406413733,-1.3658995525363615,0.1258605017094855,1.6103296854444689,7.4398118482326385
feature_2,1200.0,0.0646922614990649,1.9773756532840083,-5.552174536439463,-1.3246678860284842,-0.035815509113735,1.3906299103460449,7.409010716838497
feature_17,1200.0,0.0683417500639123,1.900225742585468,-6.935910017345276,-1.2413081347297727,0.0877869440886609,1.3405636500434892,5.658121716252966
feature_10,1200.0,0.0989935171090012,1.0024582020545418,-3.134555986515037,-0.5984767704064529,0.1033724714360629,0.7893461390034477,2.7664089946682906
feature_19,1200.0,-0.7471408781761119,2.7938028200108365,-9.86004440035872,-2.666885044436455,-0.7489449145145839,1.1187073912684145,7.624788556869078
