ENERGY,CLER,PLC,TFI,SAPN
LED-P,,,,
LED-V,,,,
3.0621988578067763,21.26313813527541,62.72647682723378,117.77302921064907,182.1517885193689
3.0621988578067763,18.139542354897888,59.78440676942319,93.55663870273607,130.58861761330564
LED-P,,,,
3.0621988578067763,16.195191723067385,57.95305080085343,75.04940495420573,92.99701926623872
3.0621988578067763,19.54340562697768,61.106685447090854,101.00719882448546,148.2675990829317
3.0621988578067763,16.195191723067385,57.95305080085343,77.37908377448487,96.71736735225277
LED-V,,,,
3.0621988578067763,19.54340562697768,61.106685447090854,104.4404097175284,153.7625959685961
3.0621988578067763,18.51858543835944,60.14142201239346,98.82493569700917,140.56722273389846
LED-P,,,,
LED-V,,,,
3.0621988578067763,19.54340562697768,61.106685447090854,104.4404097175284,153.7625959685961
LED-P,,,,
LED-V,,,,
3.0621988578067763,21.466698309726976,62.91820723549561,119.35117600779392,185.5186435872461
3.0621988578067763,18.139542354897888,59.78440676942319,93.55663870273607,130.58861761330564
LED-P,,,,
3.0621988578067763,16.195191723067385,57.95305080085343,75.04940495420573,92.99701926623872
LED-V,,,,
3.0621988578067763,21.466698309726976,62.91820723549561,119.35117600779392,185.5186435872461
3.0621988578067763,18.139542354897888,59.78440676942319,93.55663870273607,130.58861761330564
LED-P,,,,
3.0621988578067763,21.31929266615861,62.779367974340495,114.77516915819777,177.58631652521674
3.0621988578067763,19.54340562697768,61.106685447090854,101.00719882448546,148.2675990829317
LED-V,,,,
3.0621988578067763,17.500784566101586,59.18276997108438,90.93420171128471,123.76501936077094
LED-P,,,,
LED-V,,,,
LED-P,,,,
,,,,
3.0621988578067763,16.195191723067385,57.95305080085343,75.04940495420573,92.99701926623872
LED-V,,,,
3.0621988578067763,18.490508172917835,60.1149764388401,96.27758145643415,136.38211220212827
LED-P,,,,
LED-V,,,,
3.0621988578067763,21.466698309726976,62.91820723549561,119.35117600779392,185.5186435872461
