Index,imdb_id,cast
0,tt0369610," Bryce Dallas Howard,  Vincent D'Onofrio,  Nick Robinson, Chris Pratt, Chris Pratt, Chris Pratt,  Irrfan Khan, Chris Pratt,  Bryce Dallas Howard,  Nick Robinson,  Bryce Dallas Howard,  Vincent D'Onofrio,  Bryce Dallas Howard,  Irrfan Khan,  Irrfan Khan,  Irrfan Khan,  Nick Robinson,  Irrfan Khan,  Vincent D'Onofrio"
1,tt1392190," Nicholas Hoult,  Josh Helman, Tom Hardy,  Charlize Theron,  Hugh Keays-Byrne, Tom Hardy, Tom Hardy, Tom Hardy,  Hugh Keays-Byrne,  Charlize Theron,  Charlize Theron,  Josh Helman,  Josh Helman,  Hugh Keays-Byrne,  Nicholas Hoult,  Hugh Keays-Byrne,  Hugh Keays-Byrne,  Josh Helman,  Josh Helman"
2,tt2908446," Theo James,  Theo James,  Miles Teller,  Kate Winslet,  Miles Teller,  Ansel Elgort, Shailene Woodley, Shailene Woodley,  Kate Winslet,  Miles Teller,  Kate Winslet,  Kate Winslet, Shailene Woodley,  Ansel Elgort, Shailene Woodley,  Theo James,  Theo James,  Miles Teller,  Ansel Elgort, Shailene Woodley,  Kate Winslet,  Ansel Elgort"
3,tt2488496," Mark Hamill,  Adam Driver,  Daisy Ridley, Harrison Ford,  Carrie Fisher,  Daisy Ridley,  Adam Driver,  Mark Hamill,  Daisy Ridley,  Carrie Fisher, Harrison Ford,  Daisy Ridley,  Carrie Fisher,  Daisy Ridley,  Adam Driver,  Carrie Fisher,  Adam Driver,  Mark Hamill,  Carrie Fisher,  Mark Hamill"
4,tt2820852,"Vin Diesel,  Dwayne Johnson,  Jason Statham,  Paul Walker,  Paul Walker,  Dwayne Johnson,  Michelle Rodriguez, Vin Diesel,  Jason Statham,  Jason Statham,  Jason Statham,  Paul Walker,  Dwayne Johnson,  Jason Statham,  Michelle Rodriguez, Vin Diesel,  Michelle Rodriguez, Vin Diesel,  Michelle Rodriguez,  Dwayne Johnson,  Dwayne Johnson,  Michelle Rodriguez"
5,tt1663202,"Leonardo DiCaprio,  Paul Anderson,  Tom Hardy,  Domhnall Gleeson,  Will Poulter,  Paul Anderson, Leonardo DiCaprio,  Tom Hardy,  Will Poulter,  Will Poulter,  Tom Hardy,  Paul Anderson,  Tom Hardy,  Domhnall Gleeson,  Domhnall Gleeson,  Domhnall Gleeson,  Paul Anderson,  Tom Hardy, Leonardo DiCaprio,  Will Poulter, Leonardo DiCaprio,  Will Poulter,  Paul Anderson"
6,tt1340138," Jason Clarke,  J.K. Simmons,  Jai Courtney,  Emilia Clarke, Arnold Schwarzenegger,  Jai Courtney, Arnold Schwarzenegger,  Emilia Clarke, Arnold Schwarzenegger,  Emilia Clarke,  Jason Clarke,  J.K. Simmons,  Emilia Clarke,  Jai Courtney,  Jason Clarke, Arnold Schwarzenegger, Arnold Schwarzenegger,  J.K. Simmons,  Jason Clarke,  Jason Clarke,  Emilia Clarke,  Jai Courtney"
7,tt3659388," Kristen Wiig,  Jessica Chastain,  Kristen Wiig, Matt Damon,  Michael Pe̱a,  Jeff Daniels,  Michael Pe̱a,  Michael Pe̱a,  Jeff Daniels,  Jeff Daniels,  Kristen Wiig,  Kristen Wiig,  Kristen Wiig,  Jessica Chastain,  Jessica Chastain, Matt Damon, Matt Damon, Matt Damon,  Jeff Daniels,  Jeff Daniels,  Michael Pe̱a,  Jessica Chastain,  Michael Pe̱a"
8,tt2293640," Michael Keaton, Sandra Bullock,  Michael Keaton,  Allison Janney, Sandra Bullock,  Steve Coogan,  Jon Hamm,  Steve Coogan,  Steve Coogan,  Allison Janney,  Steve Coogan,  Michael Keaton,  Jon Hamm,  Jon Hamm,  Steve Coogan,  Jon Hamm,  Allison Janney, Sandra Bullock,  Allison Janney,  Michael Keaton,  Jon Hamm,  Allison Janney,  Michael Keaton, Sandra Bullock"
9,tt2096673," Lewis Black,  Phyllis Smith,  Richard Kind,  Bill Hader,  Richard Kind,  Richard Kind,  Lewis Black, Amy Poehler, Amy Poehler,  Lewis Black,  Lewis Black,  Bill Hader, Amy Poehler,  Lewis Black,  Phyllis Smith,  Bill Hader,  Bill Hader,  Phyllis Smith,  Richard Kind,  Bill Hader"
