Index,imdb_id,revenue,cast
1032,tt1336608,59418613, Alec Baldwin
986,tt0790724,218340595, Werner Herzog
1078,tt1855325,240159255, Aryana Engineer
977,tt1446714,403170142, Charlize Theron
1041,tt1142977,81491068, Winona Ryder
1080,tt2215719,32726956,Katy Perry
1055,tt1764183,35485056, Monica Raymund
979,tt0948470,752215857, Martin Sheen
977,tt1446714,403170142, Guy Pearce
983,tt0454876,609016565,Suraj Sharma
1016,tt1673434,829000000, Elizabeth Reaser
994,tt1764651,312573423, Arnold Schwarzenegger
1012,tt1707386,441809770, Russell Crowe
1051,tt0431021,85446075, Madison Davenport
1069,tt1547234,31083599, Dania Ramirez
1016,tt1673434,829000000, Peter Facinelli
996,tt1077368,245527149, Helena Bonham Carter
1000,tt1915581,167221571,Channing Tatum
1067,tt0485985,50365377,Bryan Cranston
1076,tt1433822,9627492, Tom Felton
1067,tt0485985,50365377, Cuba Gooding Jr.
1050,tt1714203,8493728, Katrina Bowden
1029,tt1277953,746921274, David Schwimmer
994,tt1764651,312573423, Bruce Willis
983,tt0454876,609016565, Gautam Belur
1078,tt1855325,240159255,Milla Jovovich
1019,tt1646987,301000000,Sam Worthington
985,tt1637725,549368315, Mila Kunis
1057,tt0383010,54819301, SofÃ­a Vergara
1039,tt1655460,24159934, Justin Theroux
1060,tt1712170,30353232,Tyler Perry
1064,tt2091473,8138788, Frances McDormand
1027,tt1636826,100000000, Dax Flame
1025,tt1586265,79700000, Brooklyn Decker
1074,tt1621045,96070507, Jerry Ferrara
1069,tt1547234,31083599,Joseph Gordon-Levitt
970,tt0848228,1519557910, Mark Ruffalo
1004,tt1397514,355692760,Dwayne Johnson
993,tt1371111,130482868, Jim Broadbent
1038,tt1592525,32204030, Maggie Grace
1006,tt1611224,112265139, Rufus Sewell
1015,tt1276104,47042000, Emily Blunt
980,tt1217209,538983207,Kelly Macdonald
1037,tt1758830,88058786,Paul Rudd
1058,tt1535438,114281051,Meryl Streep
1080,tt2215719,32726956, Russell Brand
1052,tt0938330,52302796, Radha Mitchell
1058,tt1535438,114281051, Steve Carell
1043,tt1599348,208076205, Brendan Gleeson
1018,tt1506999,33372606, Bill Paxton
994,tt1764651,312573423, Jason Statham
1008,tt1482459,348840316, Rob Riggle
1073,tt1047540,119772232, Bette Midler
982,tt1232829,201585328, Dave Franco
1001,tt1259521,66486080, Fran Kranz
992,tt1386703,198802074, Bryan Cranston
1042,tt1232200,58058367, Andy Samberg
1054,tt1366365,16863583, Caroline Goodall
1057,tt0383010,54819301,Sean Hayes
1034,tt1430626,118338361, Brian Blessed
1023,tt0837562,358375603,Adam Sandler
981,tt1735898,396600000, Charlize Theron
1071,tt2109184,142817992, Matt Shively
1018,tt1506999,33372606,Gina Carano
1020,tt1800741,140470746, Ryan Guzman
989,tt1981677,115350426,Anna Kendrick
979,tt0948470,752215857,Andrew Garfield
1024,tt1855199,48126384,Jake Gyllenhaal
1019,tt1646987,301000000, Edgar RamÃ­rez
1010,tt1343727,41037742, Olivia Thirlby
1010,tt1343727,41037742,Karl Urban
993,tt1371111,130482868, Hugo Weaving
1001,tt1259521,66486080, Chris Hemsworth
999,tt1605630,234989584,Jason Biggs
1076,tt1433822,9627492, Luke Pasqualino
1023,tt0837562,358375603, Selena Gomez
1030,tt1212450,53676580, Tom Hardy
1051,tt0431021,85446075, Rob LaBelle
986,tt0790724,218340595,Tom Cruise
1077,tt1480656,6063556, Samantha Morton
1025,tt1586265,79700000, Elizabeth Banks
1044,tt1615065,47000000, Taylor Kitsch
973,tt1853728,425368238, Kerry Washington
1040,tt1596365,127730736,Daniel Radcliffe
987,tt1649419,180274123,Naomi Watts
991,tt1392170,691210692, Woody Harrelson
1049,tt1716777,12434778,Chris Pine
1057,tt0383010,54819301, Will Sasso
1048,tt1433811,3428048,Jason Bateman
975,tt1194173,276572938, Edward Norton
1031,tt1486192,29657751,John Cusack
974,tt1074638,1108561013, Ralph Fiennes
1046,tt1931533,19422261, Woody Harrelson
1059,tt0763831,22044277, Allison Janney
1049,tt1716777,12434778, Mark Duplass
973,tt1853728,425368238,Jamie Foxx
1070,tt1840417,13231461, Jeremy Irons
1020,tt1800741,140470746, Jessica Guadix
1037,tt1758830,88058786, Megan Fox
1018,tt1506999,33372606, Channing Tatum
998,tt1024648,232324128, Bryan Cranston
1059,tt0763831,22044277, Cliff Curtis
1042,tt1232200,58058367,Adam Sandler
1054,tt1366365,16863583,Henry Cavill
1019,tt1646987,301000000, Rosamund Pike
1024,tt1855199,48126384, Anna Kendrick
995,tt1397280,376141306,Liam Neeson
