Index,imdb_id,revenue,cast
970,tt0848228,1519557910," Mark Ruffalo,  Chris Evans,  Scarlett Johansson, Robert Downey Jr.,  Chris Hemsworth"
971,tt1496025,132400000," Michael Ealy,  Theo James, Kate Beckinsale,  India Eisley,  Stephen Rea"
972,tt1345836,1081041287," Michael Caine, Christian Bale,  Gary Oldman,  Tom Hardy,  Anne Hathaway"
973,tt1853728,425368238," Kerry Washington, Jamie Foxx,  Leonardo DiCaprio,  Christoph Waltz,  Samuel L. Jackson"
974,tt1074638,1108561013," Ralph Fiennes,  Naomie Harris,  Javier Bardem,  Judi Dench, Daniel Craig"
975,tt1194173,276572938," Edward Norton, Jeremy Renner,  Scott Glenn,  Rachel Weisz,  Stacy Keach"
976,tt0903624,1017003568," Martin Freeman, Ian McKellen,  Andy Serkis,  Richard Armitage,  Cate Blanchett"
977,tt1446714,403170142," Charlize Theron,  Guy Pearce,  Michael Fassbender, Noomi Rapace,  Idris Elba"
978,tt1045658,205738714," Jennifer Lawrence, Bradley Cooper,  Chris Tucker,  Robert De Niro,  Jacki Weaver"
979,tt0948470,752215857," Martin Sheen, Andrew Garfield,  Denis Leary,  Emma Stone,  Rhys Ifans"
980,tt1217209,538983207,"Kelly Macdonald,  Julie Walters,  Billy Connolly,  Emma Thompson,  Kevin McKidd"
981,tt1735898,396600000," Charlize Theron,  Chris Hemsworth, Kristen Stewart,  Sam Claflin,  Ian McShane"
982,tt1232829,201585328," Dave Franco,  Brie Larson,  Ellie Kemper, Channing Tatum,  Jonah Hill"
983,tt0454876,609016565,"Suraj Sharma,  Gautam Belur,  Irrfan Khan,  Ayush Tandon,  Adil Hussain"
984,tt1667889,877244782," Ray Romano,  Chris Wedge, John Leguizamo,  Denis Leary,  Seann William Scott"
985,tt1637725,549368315," Mila Kunis,  Joel McHale,  Giovanni Ribisi, Mark Wahlberg,  Seth MacFarlane"
986,tt0790724,218340595," Werner Herzog, Tom Cruise,  Richard Jenkins,  Rosamund Pike,  David Oyelowo"
987,tt1649419,180274123,"Naomi Watts,  Ewan McGregor,  Tom Holland,  Oaklee Pendergast,  Samuel Joslin"
988,tt1772341,471222889," Jane Lynch,  Jamie Elman, John C. Reilly,  Jack McBrayer,  Sarah Silverman"
989,tt1981677,115350426,"Anna Kendrick,  Brittany Snow,  Rebel Wilson,  Anna Camp,  Skylar Astin"
990,tt1409024,624026776," Michael Stuhlbarg,  Josh Brolin, Will Smith,  Tommy Lee Jones,  Emma Thompson"
991,tt1392170,691210692," Woody Harrelson, Jennifer Lawrence,  Elizabeth Banks,  Liam Hemsworth,  Josh Hutcherson"
992,tt1386703,198802074," Bryan Cranston,  Jessica Biel,  Kate Beckinsale, Colin Farrell,  Bill Nighy"
993,tt1371111,130482868," Jim Broadbent,  Hugo Weaving,  Halle Berry,  Jim Sturgess, Tom Hanks"
994,tt1764651,312573423," Arnold Schwarzenegger,  Bruce Willis,  Jason Statham,  Dolph Lundgren, Sylvester Stallone"
995,tt1397280,376141306,"Liam Neeson,  Luke Grimes,  Rade Serbedzija,  Famke Janssen,  Maggie Grace"
996,tt1077368,245527149," Helena Bonham Carter,  Michelle Pfeiffer, Johnny Depp,  Jonny Lee Miller,  Jackie Earle Haley"
997,tt1659337,33400000," Nina Dobrev,  Ezra Miller,  Paul Rudd,  Emma Watson, Logan Lerman"
998,tt1024648,232324128," Bryan Cranston,  Alan Arkin, Ben Affleck,  Victor Garber,  John Goodman"
999,tt1605630,234989584,"Jason Biggs,  Chris Klein,  Thomas Ian Nicholas,  Alyson Hannigan,  Seann William Scott"
1000,tt1915581,167221571,"Channing Tatum,  Olivia Munn,  Cody Horn,  Matthew McConaughey,  Alex Pettyfer"
1001,tt1259521,66486080," Fran Kranz,  Chris Hemsworth, Kristen Connolly,  Jesse Williams,  Anna Hutchison"
1002,tt1446192,306941670," Hugh Jackman,  Jude Law,  Alec Baldwin, Chris Pine,  Isla Fisher"
1003,tt1606389,196114570,"Rachel McAdams,  Sam Neill,  Scott Speedman,  Jessica Lange,  Channing Tatum"
1004,tt1397514,355692760,"Dwayne Johnson,  Josh Hutcherson,  Kristin Davis,  Vanessa Hudgens,  Luis GuzmÃ¡n"
1005,tt1656190,40346186," Chris Sarandon,  Robert John Burke,  Catherine Chan, Jason Statham,  James Hong"
1006,tt1611224,112265139," Rufus Sewell,  Anthony Mackie,  Mary Elizabeth Winstead,  Dominic Cooper, Benjamin Walker"
1007,tt1374992,8106475," Timothy Spall,  Heidi Hawkins, Kirsten Dunst,  James Kidnie,  Jim Sturgess"
1008,tt1482459,348840316," Rob Riggle,  Danny DeVito,  Taylor Swift, Zac Efron,  Ed Helms"
1009,tt1748122,68263166," Edward Norton,  Jared Gilman,  Kara Hayward, Bruce Willis,  Bill Murray"
1010,tt1343727,41037742," Olivia Thirlby, Karl Urban,  Wood Harris,  Jason Cope,  Lena Headey"
1011,tt1440129,303025485," Rihanna,  Alexander SkarsgÃ¥rd, Taylor Kitsch,  Brooklyn Decker,  Tadanobu Asano"
1012,tt1707386,441809770," Russell Crowe,  Anne Hathaway,  Amanda Seyfried, Hugh Jackman,  Sacha Baron Cohen"
1013,tt1667353,183018522,"Julia Roberts,  Armie Hammer,  Martin Klebba,  Nathan Lane"
1014,tt0401729,284139100," Mark Strong, Taylor Kitsch,  Willem Dafoe,  CiarÃ¡n Hinds,  Lynn Collins"
1015,tt1276104,47042000," Emily Blunt,  Noah Segan, Joseph Gordon-Levitt,  Paul Dano,  Bruce Willis"
1016,tt1673434,829000000," Elizabeth Reaser,  Peter Facinelli,  Taylor Lautner, Kristen Stewart,  Robert Pattinson"
1017,tt1790885,132820716," Mark Strong,  Joel Edgerton,  Chris Pratt, Jessica Chastain,  Jason Clarke"
1018,tt1506999,33372606," Bill Paxton, Gina Carano,  Channing Tatum,  Ewan McGregor,  Michael Fassbender"
1019,tt1646987,301000000,"Sam Worthington,  Edgar RamÃ­rez,  Rosamund Pike,  Ralph Fiennes,  Liam Neeson"
1020,tt1800741,140470746," Ryan Guzman,  Jessica Guadix, Kathryn McCormick,  Stephen Boss,  Megan Boone"
1021,tt1706593,145000000," Anna Wood,  Alex Russell,  Michael Kelly, Dane DeHaan,  Michael B. Jordan"
1022,tt1591479,81272766," Alexander Asefa, Roselyn SÃ¡nchez,  Gonzalo Menendez,  Nestor Serrano,  Emilio Rivera"
1023,tt0837562,358375603,"Adam Sandler,  Selena Gomez,  Kevin James,  David Spade,  Steve Buscemi"
1024,tt1855199,48126384,"Jake Gyllenhaal,  Anna Kendrick,  David Harbour,  Michael PeÃ±a,  Natalie Martinez"
1025,tt1586265,79700000," Brooklyn Decker,  Elizabeth Banks,  Anna Kendrick,  Jennifer Lopez, Cameron Diaz"
1026,tt1645170,179379533,"Sacha Baron Cohen,  Aasif Mandvi,  Sayed Badreya,  Megan Fox,  Anna Faris"
1027,tt1636826,100000000," Dax Flame,  Kirby Bliss Blanton,  Thomas Mann, Oliver Cooper,  Jonathan Daniel Brown"
1028,tt1524137,63100000," Kate Beckinsale,  Ben Foster,  Giovanni Ribisi, Mark Wahlberg,  J.K. Simmons"
1029,tt1277953,746921274," David Schwimmer, Ben Stiller,  Chris Rock,  Frances McDormand,  Sacha Baron Cohen"
1030,tt1212450,53676580," Tom Hardy,  Guy Pearce, Shia LaBeouf,  Mia Wasikowska,  Jessica Chastain"
1031,tt1486192,29657751,"John Cusack,  Alice Eve,  Brendan Gleeson,  Luke Evans,  Kevin McNally"
1032,tt1336608,59418613," Alec Baldwin,  Diego Boneta, Tom Cruise,  Bryan Cranston,  Julianne Hough"
1033,tt1656186,2106557," Josh Lucas,  Sami Gayle,  Danny Huston,  Malin Ã…kerman, Nicolas Cage"
1034,tt1430626,118338361," Brian Blessed,  Salma Hayek, Hugh Grant,  Jeremy Piven,  Brendan Gleeson"
1035,tt1560747,28258060," Laura Dern,  Philip Seymour Hoffman,  Amy Adams, Joaquin Phoenix,  Jesse Plemons"
1036,tt1195478,53909751," Alison Brie, Emily Blunt,  Jason Segel,  Rhys Ifans,  Chris Pratt"
1037,tt1758830,88058786,"Paul Rudd,  Megan Fox,  Maude Apatow,  Leslie Mann,  Jason Segel"
1038,tt1592525,32204030," Maggie Grace, Guy Pearce,  Joseph Gilgun,  Peter Stormare,  Lennie James"
1039,tt1655460,24159934," Justin Theroux,  Lauren Ambrose,  Jennifer Aniston, Paul Rudd,  Malin Ã…kerman"
