Index,count,mean,std,min,25%,50%,75%
feature_14,1200.0,0.6496456110360552,1.8696007457121373,-5.833411754440237,-0.6648222270867582,0.5818412597199094,1.9527075906457445
feature_15,1200.0,0.0779178331696463,1.0131336755216318,-3.0203886665060367,-0.614358872816126,0.0958856715361728,0.7564995752498124
feature_7,1200.0,0.1219212301694464,1.0038028122893254,-3.443464794857125,-0.5516850659584926,0.1425771079214099,0.8348153412948118
feature_10,1200.0,0.0989935171090012,1.0024582020545418,-3.134555986515037,-0.5984767704064529,0.1033724714360629,0.7893461390034477
feature_19,1200.0,-0.7471408781761119,2.7938028200108365,-9.86004440035872,-2.666885044436455,-0.7489449145145839,1.1187073912684145
feature_1,1200.0,0.0453312169085378,1.0232586998830142,-3.0650472794355066,-0.6301705462588162,0.0432454486444081,0.7616917259809589
feature_8,1200.0,0.1238375099375358,0.9869407558397272,-3.5999528898281405,-0.5302807905607982,0.1559134620846001,0.7816174103394402
feature_5,1200.0,0.6961257351110464,2.0787724548067104,-6.013839431736589,-0.6371285488985584,0.7257941073928625,2.1169040858689954
feature_13,1200.0,-0.2950002587221623,3.1542955885891466,-10.919650497726302,-2.3583182158556006,-0.2001603155740299,1.8328992838715927
label,1200.0,0.4941666666666666,0.5001744205088178,0.0,0.0,0.0,1.0
feature_9,1200.0,0.1313663950958975,1.0206292744428929,-3.354130582057377,-0.5508043374081996,0.1326409435817149,0.8209779955884705
feature_11,1200.0,-0.9132016521959276,1.8032528477148373,-6.9407906679269225,-2.142057147159501,-0.9610213667421824,0.2429858005743711
feature_3,1200.0,0.4697134264131282,3.3121292342034914,-10.323059456364934,-1.6890150565666278,0.5848517066392174,2.581295437979767
feature_20,1200.0,-0.3992761640186691,2.051649586321497,-7.041446380624821,-1.753808465650215,-0.4364072869666682,1.0256480883662975
feature_2,1200.0,0.0646922614990649,1.9773756532840083,-5.552174536439463,-1.3246678860284842,-0.035815509113735,1.3906299103460449
feature_18,1200.0,0.1069225372249948,2.1761467214341583,-7.405919406413733,-1.3658995525363615,0.1258605017094855,1.6103296854444689
