city,ranking,rating,reviews_number,cuisine_style
Amsterdam,1.0,5.0,136.0," Dutch, French,  European"
Amsterdam,5.0,4.5,316.0," Gluten Free Options,  International,  Vegan Options,  Vegetarian Friendly,  European, Dutch"
Amsterdam,7.0,4.5,1455.0," Gluten Free Options,  European,  Mediterranean, French,  International,  Vegetarian Friendly,  Vegan Options"
Amsterdam,8.0,4.5,675.0," Indonesian, Asian,  Gluten Free Options,  Vegan Options"
Amsterdam,9.0,4.5,923.0," Gluten Free Options,  Vegetarian Friendly"
Amsterdam,10.0,4.5,450.0," Seafood, Dutch,  Fast Food"
Amsterdam,11.0,4.5,295.0," European, American,  Vegetarian Friendly,  Bar,  Gluten Free Options"
Amsterdam,13.0,4.5,368.0,"French,  European,  Vegan Options,  Gluten Free Options"
Amsterdam,15.0,4.5,1246.0," International,  Gluten Free Options,  Vegetarian Friendly,  Dutch"
Amsterdam,16.0,4.5,1391.0," Vegan Options,  European,  British,  Vegetarian Friendly,  Cafe"
Amsterdam,17.0,4.5,1633.0," Gluten Free Options,  European,  Vegetarian Friendly, Dutch,  Healthy,  International"
Amsterdam,18.0,4.5,958.0," European,  Vegetarian Friendly,  International,  Seafood,  Gluten Free Options, French"
Amsterdam,19.0,4.5,426.0," Gluten Free Options,  Vegan Options,  Tibetan, Indian,  Nepali"
Amsterdam,21.0,4.5,1380.0,"International,  European"
Amsterdam,22.0,4.5,239.0," Vegetarian Friendly,  Dutch,  European,  Seafood, French"
Amsterdam,29.0,4.5,344.0,"Dutch,  European,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly,  International"
Amsterdam,32.0,4.5,821.0,"Steakhouse,  Argentinean,  Latin,  Gluten Free Options,  South American,  Barbecue"
Amsterdam,37.0,4.5,264.0," Gluten Free Options, Dutch,  Vegetarian Friendly,  Vegan Options"
Amsterdam,38.0,4.5,308.0," Vegan Options,  Gluten Free Options,  Cafe,  Vegetarian Friendly,  European, Dutch"
Amsterdam,39.0,4.5,697.0," International,  Vegetarian Friendly, Bar,  European"
Amsterdam,42.0,4.5,718.0,"Indian,  Gluten Free Options,  Vegan Options,  Nepali"
Amsterdam,44.0,4.5,408.0," Seafood,  International, Dutch"
Amsterdam,51.0,4.5,681.0," European, Dutch"
Amsterdam,52.0,4.5,1995.0," Vegan Options, Dutch,  Vegetarian Friendly,  Gluten Free Options,  European,  Diner"
Amsterdam,59.0,4.5,555.0," European, International,  Vegetarian Friendly"
Amsterdam,61.0,4.5,1091.0," Cafe,  European, New Zealand,  Gluten Free Options"
Amsterdam,65.0,4.5,2428.0," European,  Vegan Options,  Central European,  Vegetarian Friendly,  Gluten Free Options, Dutch"
