Index,imdb_id,revenue,cast
1039,tt1655460,24159934, Jennifer Aniston
1010,tt1343727,41037742, Wood Harris
996,tt1077368,245527149,Johnny Depp
1008,tt1482459,348840316,Zac Efron
1048,tt1433811,3428048, Hope Davis
990,tt1409024,624026776, Emma Thompson
1040,tt1596365,127730736, Alisa Khazanova
1038,tt1592525,32204030, Lennie James
1049,tt1716777,12434778, Mark Duplass
1070,tt1840417,13231461, Dennis Quaid
1015,tt1276104,47042000, Paul Dano
1063,tt1623288,107139399, Jodelle Ferland
1070,tt1840417,13231461, Zoe Saldana
1001,tt1259521,66486080, Jesse Williams
988,tt1772341,471222889, Jack McBrayer
1002,tt1446192,306941670, Hugh Jackman
982,tt1232829,201585328, Ellie Kemper
1061,tt1598828,36893721, Debbie Reynolds
980,tt1217209,538983207, Kevin McKidd
1021,tt1706593,145000000,Dane DeHaan
1015,tt1276104,47042000, Emily Blunt
986,tt0790724,218340595, David Oyelowo
1063,tt1623288,107139399, Anna Kendrick
999,tt1605630,234989584, Chris Klein
1012,tt1707386,441809770, Sacha Baron Cohen
1066,tt1566501,9622846, Andy GarcÃ­a
1077,tt1480656,6063556, Samantha Morton
1079,tt1876451,24637469, Cee Lo Green
1059,tt0763831,22044277, Allison Janney
1071,tt2109184,142817992, Matt Shively
997,tt1659337,33400000,Logan Lerman
1041,tt1142977,81491068, Martin Short
981,tt1735898,396600000, Chris Hemsworth
1070,tt1840417,13231461, Olivia Wilde
1000,tt1915581,167221571,Channing Tatum
975,tt1194173,276572938,Jeremy Renner
991,tt1392170,691210692, Liam Hemsworth
974,tt1074638,1108561013,Daniel Craig
1003,tt1606389,196114570, Jessica Lange
1046,tt1931533,19422261, Abbie Cornish
1020,tt1800741,140470746, Megan Boone
1003,tt1606389,196114570,Rachel McAdams
1019,tt1646987,301000000,Sam Worthington
975,tt1194173,276572938, Edward Norton
1020,tt1800741,140470746, Ryan Guzman
1060,tt1712170,30353232, Giancarlo Esposito
1032,tt1336608,59418613, Alec Baldwin
1006,tt1611224,112265139, Dominic Cooper
1054,tt1366365,16863583, Caroline Goodall
1068,tt1663143,11417362, Jackson Nicoll
1056,tt1234719,44806783, Adrianne Palicki
987,tt1649419,180274123,Naomi Watts
1037,tt1758830,88058786, Jason Segel
1025,tt1586265,79700000, Elizabeth Banks
1074,tt1621045,96070507,Michael Ealy
1043,tt1599348,208076205,Denzel Washington
1076,tt1433822,9627492,Ashley Greene
974,tt1074638,1108561013, Ralph Fiennes
1056,tt1234719,44806783, Isabel Lucas
1033,tt1656186,2106557, Josh Lucas
985,tt1637725,549368315,Mark Wahlberg
1040,tt1596365,127730736, Mary Stockley
978,tt1045658,205738714, Robert De Niro
1053,tt1764234,37930465, Ray Liotta
989,tt1981677,115350426, Rebel Wilson
990,tt1409024,624026776,Will Smith
1050,tt1714203,8493728, David Koechner
1036,tt1195478,53909751, Rhys Ifans
1017,tt1790885,132820716, Mark Strong
1075,tt1925431,4636169, Vincent D'Onofrio
1059,tt0763831,22044277, Cliff Curtis
1047,tt1430615,24719215, Vinessa Shaw
1025,tt1586265,79700000, Jennifer Lopez
1027,tt1636826,100000000, Dax Flame
1050,tt1714203,8493728,Danielle Panabaker
1028,tt1524137,63100000, Kate Beckinsale
1045,tt1568338,46221189, Elizabeth Banks
1041,tt1142977,81491068,Charlie Tahan
990,tt1409024,624026776, Josh Brolin
1042,tt1232200,58058367,Adam Sandler
986,tt0790724,218340595, Werner Herzog
1059,tt0763831,22044277, Kerry Washington
1041,tt1142977,81491068, Martin Landau
994,tt1764651,312573423, Jason Statham
971,tt1496025,132400000, Stephen Rea
