0.8910163040000001,1.008348797,1.030065326,0.856254049,0.880587628
4.1700000000000004e-05,4.16e-05,4.16e-05,4.18e-05,4.18e-05
-0.030105648999999998,-0.023765515,-0.039840681,-0.027671891,-0.029375522
2.9299999999999997e-05,4.28e-05,3.9399999999999995e-05,2.6700000000000002e-05,2.8499999999999998e-05
25%,100%,75%,50%,0%
0.041266847999999995,0.041166464,0.041174097,0.041290036,0.041273804
0.860910655,0.99734406,0.9902246440000001,0.828582158,0.851212106
22.74818817,21.42424655,21.66519668,23.01893604,22.82941253
0.02919272,0.042665352000000004,0.039311159,0.026663111,0.028433838
1.756241809,2.05003918,1.973412985,1.701949015,1.739953971
